mdom	type	dmel
LOC101900761_XP_005191644.1	1:1	FBgn0063485_FBpp0099495
LOC101900762_XP_005192025.1	n:1	FBgn0250815_FBpp0076748
LOC101900763_XP_005192108.1	n:1	FBgn0038845_FBpp0083450
LOC101900764_XP_005174842.1	1:1	FBgn0033627_FBpp0087229
LOC101900765_XP_005175248.1	1:1	FBgn0015031_FBpp0297878
LOC101900766_XP_005175326.1	n:n	FBgn0040628_FBpp0310481,FBgn0039838_FBpp0112225,FBgn0040629_FBpp0293879,FBgn0039235_FBpp0084107
LOC101900768_XP_005175901.1	1:1	FBgn0031289_FBpp0077683
LOC101900769_XP_005176340.1	1:1	FBgn0016975_FBpp0291230
LOC101900770_XP_005176520.1	1:1	FBgn0050022_FBpp0288428
LOC101900771_XP_005176608.1	1:1	FBgn0035555_FBpp0305765
LOC101900772_XP_005177423.1	1:1	FBgn0046704_FBpp0302975
LOC101900773_XP_005177599.1	1:1	FBgn0030096_FBpp0071277
LOC101900774_XP_005177846.1	1:1	FBgn0028902_FBpp0303715
LOC101900775_XP_005178025.1	1:1	FBgn0038818_FBpp0083345
LOC101900776_XP_005178104.1	1:1	FBgn0062442_FBpp0084774
LOC101900777_XP_005178277.1	1:1	FBgn0028482_FBpp0077115
LOC101900778_XP_005178452.1	1:1	FBgn0062440_FBpp0085960
LOC101900779_XP_005178715.1	1:1	FBgn0037472_FBpp0081084
LOC101900780_XP_005178806.1	1:n	FBgn0050366_FBpp0087849,FBgn0050364_FBpp0087850
LOC101900781_XP_005179158.1	1:1	FBgn0041789_FBpp0099871
LOC101900782_XP_005180297.1	n:1	FBgn0038820_FBpp0083343
LOC101900783_XP_005180385.1	1:1	FBgn0026144_FBpp0302928
LOC101900784_XP_005180741.1	1:1	FBgn0260935_FBpp0081466
LOC101900785_XP_005182468.1	1:1	FBgn0261283_FBpp0306009
LOC101900786_XP_005182641.1	n:1	FBgn0036607_FBpp0075130
LOC101900787_XP_005183088.1	1:1	FBgn0021944_FBpp0078980
LOC101900788_XP_005183925.1	1:1	FBgn0037553_FBpp0290118
LOC101900790_XP_005184097.1	1:1	FBgn0026428_FBpp0303431
LOC101900791_XP_005184187.1	n:1	FBgn0034756_FBpp0071839
LOC101900792_XP_005184368.1	1:1	FBgn0010282_FBpp0081216
LOC101900793_XP_005184781.1	1:1	FBgn0027330_FBpp0071217
LOC101900794_XP_005184939.1	1:1	FBgn0031068_FBpp0304151
LOC101900795_XP_005185360.1	n:1	FBgn0035769_FBpp0076588
LOC101900796_XP_005186012.1	1:1	FBgn0035824_FBpp0076465
LOC101900797_XP_005186100.1	1:1	FBgn0031413_FBpp0077476
LOC101900798_XP_005186518.1	1:1	FBgn0003319_FBpp0082704
LOC101900799_XP_005186933.1	1:1	FBgn0003747_FBpp0070768
LOC101900801_XP_005187513.1	n:1	FBgn0053531_FBpp0311100
LOC101900802_XP_005187597.1	1:1	FBgn0050441_FBpp0289150
LOC101900803_XP_005187684.1	1:1	FBgn0035477_FBpp0305340
LOC101900804_XP_005187772.1	n:1	FBgn0032014_FBpp0079218
LOC101900805_XP_005187943.1	1:n	FBgn0264776_FBpp0306269,FBgn0264775_FBpp0306267
LOC101900806_XP_005188817.1	1:1	FBgn0010316_FBpp0087553
LOC101900809_XP_005189859.1	n:n	FBgn0051424_FBpp0307909,FBgn0051423_FBpp0307908,FBgn0051164_FBpp0083591,FBgn0033515_FBpp0087414,FBgn0036010_FBpp0307896
LOC101900810_XP_005190410.1	n:1	FBgn0033438_FBpp0087585
LOC101900811_XP_005191066.1	n:1	FBgn0030239_FBpp0073235
LOC101900812_XP_005191147.1	n:1	FBgn0029866_FBpp0303812
LOC101900815_XP_005174932.1	n:1	FBgn0036196_FBpp0075859
LOC101900817_XP_005175484.1	n:n	FBgn0034225_FBpp0086082,FBgn0050104_FBpp0086084,FBgn0050103_FBpp0086085
LOC101900818_XP_005175562.1	1:1	FBgn0036773_FBpp0074903
LOC101900819_XP_005175696.1	1:n	FBgn0267383_FBpp0082303,FBgn0058045_FBpp0110481
LOC101900820_XP_005175749.1	1:1	FBgn0010215_FBpp0070037
LOC101900821_XP_005176068.1	n:1	FBgn0032771_FBpp0080739
LOC101900822_XP_005176159.1	n:1	FBgn0034157_FBpp0086175
LOC101900823_XP_005176692.1	n:n	FBgn0037727_FBpp0081559,FBgn0039564_FBpp0084624
LOC101900824_XP_005176870.1	1:1	FBgn0034742_FBpp0289638
LOC101900825_XP_005177244.1	1:1	FBgn0267795_FBpp0075517
LOC101900826_XP_005177513.1	1:1	FBgn0250789_FBpp0305100
LOC101900827_XP_005177769.1	1:1	FBgn0035254_FBpp0072646
LOC101900830_XP_005179329.1	1:1	FBgn0027620_FBpp0085204
LOC101900831_XP_005179425.1	1:1	FBgn0263354_FBpp0301048
LOC101900832_XP_005179698.1	1:1	FBgn0033136_FBpp0088106
LOC101900833_XP_005179783.1	1:1	FBgn0032748_FBpp0080692
LOC101900834_XP_005179862.1	1:1	FBgn0032445_FBpp0079975
LOC101900835_XP_005179949.1	n:1	FBgn0039611_FBpp0084698
LOC101900836_XP_005180034.1	1:1	FBgn0004648_FBpp0089126
LOC101900837_XP_005180121.1	1:1	FBgn0038035_FBpp0082071
LOC101900838_XP_005180570.1	1:1	FBgn0044511_FBpp0082232
LOC101900840_XP_005181092.1	1:1	FBgn0027378_FBpp0306049
LOC101900841_XP_005181261.1	1:1	FBgn0034964_FBpp0072077
LOC101900842_XP_005181353.1	1:1	FBgn0038666_FBpp0293233
LOC101900843_XP_005182140.1	1:1	FBgn0051125_FBpp0084045
LOC101900846_XP_005182818.1	1:1	FBgn0037908_FBpp0081870
LOC101900847_XP_005182999.1	1:1	FBgn0003513_FBpp0297169
LOC101900848_XP_005183261.1	1:1	FBgn0033738_FBpp0087061
LOC101900849_XP_005183764.1	1:1	FBgn0034027_FBpp0086488
LOC101900851_XP_005184536.1	1:1	FBgn0015380_FBpp0303242
LOC101900852_XP_005184695.1	n:1	FBgn0263395_FBpp0085692
LOC101900853_XP_005185026.1	1:1	FBgn0037958_FBpp0081990
LOC101900854_XP_005185201.1	1:1	FBgn0032819_FBpp0080828
LOC101900855_XP_005185614.1	1:1	FBgn0039056_FBpp0083761
LOC101900856_XP_005185699.1	1:1	FBgn0039260_FBpp0084171
LOC101900857_XP_005185925.1	1:1	FBgn0037980_FBpp0307414
LOC101900859_XP_005186353.1	1:1	FBgn0039303_FBpp0084189
LOC101900860_XP_005186441.1	1:1	FBgn0003545_FBpp0309241
LOC101900861_XP_005187008.1	1:1	FBgn0259163_FBpp0303927
LOC101900862_XP_005187181.1	n:n	FBgn0034509_FBpp0085604,FBgn0050145_FBpp0085577,FBgn0043536_FBpp0289082
LOC101900863_XP_005187267.1	1:1	FBgn0036890_FBpp0074712
LOC101900864_XP_005187853.1	1:1	FBgn0035853_FBpp0076445
LOC101900865_XP_005188030.1	1:1	FBgn0039200_FBpp0084002
LOC101900866_XP_005188120.1	1:1	FBgn0033029_FBpp0304299
LOC101900867_XP_005188206.1	1:1	FBgn0036973_FBpp0077900
LOC101900868_XP_005188385.1	1:1	FBgn0263030_FBpp0297763
LOC101900869_XP_005188478.1	n:n	FBgn0010549_FBpp0305214,FBgn0051792_FBpp0302854,FBgn0032026_FBpp0079228
LOC101900870_XP_005188984.1	1:1	FBgn0263456_FBpp0310643
LOC101900871_XP_005189939.1	n:1	FBgn0261016_FBpp0293708
LOC101900872_XP_005190022.1	n:1	FBgn0023525_FBpp0070401
LOC101900874_XP_005190334.1	n:1	FBgn0036741_FBpp0305332
LOC101900875_XP_005190908.1	n:1	FBgn0030016_FBpp0071134
LOC101900876_XP_005191482.1	n:1	FBgn0029811_FBpp0070781
LOC101900877_XP_005191713.1	n:1	FBgn0259683_FBpp0307914
LOC101900878_XP_005191949.1	n:1	FBgn0262029_FBpp0292925
LOC101900880_XP_005175090.1	1:1	FBgn0014019_FBpp0079875
LOC101900881_XP_005175825.1	1:1	FBgn0040524_FBpp0307218
LOC101900883_XP_005176431.1	1:1	FBgn0024993_FBpp0311753
LOC101900884_XP_005176960.1	n:n	FBgn0052374_FBpp0076539,FBgn0052376_FBpp0076538,FBgn0035795_FBpp0076540
LOC101900885_XP_005177050.1	n:n	FBgn0030511_FBpp0073643,FBgn0032436_FBpp0079964
LOC101900886_XP_005177147.1	n:1	FBgn0034793_FBpp0305129
LOC101900887_XP_005177327.1	1:1	FBgn0030208_FBpp0071386
LOC101900888_XP_005178627.1	1:1	FBgn0000640_FBpp0310073
LOC101900890_XP_005179065.1	1:1	FBgn0035336_FBpp0072768
LOC101900891_XP_005179514.1	1:1	FBgn0031418_FBpp0303858
LOC101900892_XP_005179607.1	1:1	FBgn0040890_FBpp0289451
LOC101900895_XP_005181010.1	n:1	FBgn0030316_FBpp0073362
LOC101900896_XP_005181173.1	1:1	FBgn0026634_FBpp0082568
LOC101900898_XP_005181525.1	1:1	FBgn0002573_FBpp0075596
LOC101900899_XP_005181609.1	1:1	FBgn0032084_FBpp0079384
LOC101900900_XP_005181699.1	1:1	FBgn0031976_FBpp0290351
LOC101900901_XP_005181781.1	1:1	FBgn0036570_FBpp0075250
LOC101900902_XP_005181957.1	1:1	FBgn0053512_FBpp0289718
LOC101900903_XP_005182211.1	n:1	FBgn0033464_FBpp0087534
LOC101900904_XP_005182733.1	1:1	FBgn0039508_FBpp0084533
LOC101900905_XP_005183347.1	n:1	FBgn0263216_FBpp0300232
LOC101900906_XP_005183433.1	1:1	FBgn0030949_FBpp0074375
LOC101900907_XP_005183499.1	1:1	FBgn0265042_FBpp0307581
LOC101900908_XP_005183586.1	1:1	FBgn0261556_FBpp0291854
LOC101900909_XP_005183674.1	n:1	FBgn0053506_FBpp0090944
LOC101900910_XP_005183848.1	n:1	FBgn0039769_FBpp0085006
LOC101900911_XP_005184282.1	1:1	FBgn0039224_FBpp0084117
LOC101900913_XP_005184869.1	1:1	FBgn0038855_FBpp0083411
LOC101900914_XP_005185449.1	1:n	FBgn0030691_FBpp0073977,FBgn0034487_FBpp0085625
LOC101900915_XP_005185529.1	1:1	FBgn0085386_FBpp0292870
LOC101900916_XP_005186183.1	1:1	FBgn0034194_FBpp0086135
LOC101900917_XP_005186608.1	n:1	FBgn0043854_FBpp0288720
LOC101900918_XP_005186754.1	n:1	FBgn0029804_FBpp0070801
LOC101900919_XP_005187096.1	1:1	FBgn0024556_FBpp0086790
LOC101900920_XP_005188296.1	1:1	FBgn0003139_FBpp0303849
LOC101900921_XP_005188565.1	1:1	FBgn0260011_FBpp0080169
LOC101900923_XP_005188897.1	1:1	FBgn0040066_FBpp0070422
LOC101900925_XP_005189155.1	1:1	FBgn0040294_FBpp0086007
LOC101900926_XP_005189235.1	n:1	FBgn0033110_FBpp0307665
LOC101900927_XP_005189297.1	1:1	FBgn0039840_FBpp0085128
LOC101900928_XP_005189472.1	1:1	FBgn0030679_FBpp0312006
LOC101900930_XP_005189701.1	n:1	FBgn0083978_FBpp0110281
LOC101900931_XP_005190189.1	n:1	FBgn0032096_FBpp0079371
LOC101900932_XP_005190263.1	1:1	FBgn0010342_FBpp0087613
LOC101900933_XP_005190743.1	1:1	FBgn0085280_FBpp0290234
LOC101900934_XP_005190984.1	n:1	FBgn0000055_FBpp0100047
LOC101900935_XP_005191230.1	1:1	FBgn0032488_FBpp0080025
LOC101900936_XP_005191319.1	1:1	FBgn0025394_FBpp0308663
LOC101900939_XP_005192109.1	n:1	FBgn0051460_FBpp0308428
LOC101900940_XP_005192185.1	n:1	FBgn0020647_FBpp0083895
LOC101900941_XP_005174843.1	1:1	FBgn0021795_FBpp0311866
LOC101900942_XP_005175249.1	1:1	FBgn0261938_FBpp0304562
LOC101900943_XP_005175327.1	n:1	FBgn0051410_FBpp0271877
LOC101900944_XP_005175902.1	1:1	FBgn0031288_FBpp0306843
LOC101900945_XP_005176343.1	1:1	FBgn0044872_FBpp0289204
LOC101900946_XP_005176521.1	1:1	FBgn0033631_FBpp0308571
LOC101900947_XP_005176609.1	1:1	FBgn0261526_FBpp0290823
LOC101900948_XP_005177424.1	1:1	FBgn0025777_FBpp0302927
LOC101900949_XP_005177600.1	1:1	FBgn0031117_FBpp0289447
LOC101900950_XP_005177685.1	1:1	FBgn0020392_FBpp0076451
LOC101900951_XP_005177847.1	1:1	FBgn0085209_FBpp0289325
LOC101900952_XP_005178026.1	1:1	FBgn0038819_FBpp0083327
LOC101900953_XP_005178105.1	1:1	FBgn0029176_FBpp0291632
LOC101900954_XP_005178453.1	1:1	FBgn0265297_FBpp0085919
LOC101900955_XP_005178807.1	1:1	FBgn0261588_FBpp0308446
LOC101900956_XP_005180298.1	n:n	FBgn0052462_FBpp0078229,FBgn0032894_FBpp0080954,FBgn0052436_FBpp0077999
LOC101900957_XP_005180386.1	1:1	FBgn0029874_FBpp0070880
LOC101900958_XP_005180742.1	1:1	FBgn0083984_FBpp0290229
LOC101900959_XP_005182045.1	1:1	FBgn0035092_FBpp0288531
LOC101900961_XP_005182642.1	n:1	FBgn0036607_FBpp0075130
LOC101900962_XP_005182909.1	1:1	FBgn0041781_FBpp0302981
LOC101900963_XP_005183089.1	1:1	FBgn0028990_FBpp0078950
LOC101900964_XP_005183181.1	1:1	FBgn0030088_FBpp0071229
LOC101900965_XP_005183926.1	1:1	FBgn0000247_FBpp0084850
LOC101900966_XP_005184010.1	1:1	FBgn0013347_FBpp0083912
LOC101900967_XP_005184188.1	n:n	FBgn0004045_FBpp0071354,FBgn0004047_FBpp0073652
LOC101900968_XP_005184782.1	n:1	FBgn0053971_FBpp0099386
LOC101900969_XP_005184940.1	1:1	FBgn0042132_FBpp0074579
LOC101900970_XP_005185362.1	1:n	FBgn0039759_FBpp0085000,FBgn0039798_FBpp0307430
LOC101900972_XP_005186101.1	1:1	FBgn0023083_FBpp0310694
LOC101900973_XP_005186519.1	1:1	FBgn0038397_FBpp0082689
LOC101900974_XP_005186934.1	1:1	FBgn0040658_FBpp0309763
LOC101900975_XP_005187353.1	1:1	FBgn0020386_FBpp0305420
LOC101900976_XP_005187514.1	1:1	FBgn0004177_FBpp0310062
LOC101900977_XP_005187598.1	n:1	FBgn0033110_FBpp0307665
LOC101900978_XP_005187685.1	n:1	FBgn0023495_FBpp0082239
LOC101900979_XP_005187773.1	n:1	FBgn0053514_FBpp0073145
LOC101900980_XP_005187944.1	1:1	FBgn0267408_FBpp0082608
LOC101900981_XP_005188818.1	1:1	FBgn0259678_FBpp0302009
LOC101900982_XP_005189551.1	n:1	FBgn0033928_FBpp0086675
LOC101900984_XP_005189860.1	1:n	FBgn0054012_FBpp0099423,FBgn0054021_FBpp0099432
LOC101900986_XP_005190490.1	1:1	FBgn0034071_FBpp0086352
LOC101900987_XP_005190832.1	1:1	FBgn0040394_FBpp0070418
LOC101900990_XP_005191399.1	n:1	FBgn0000229_FBpp0290204
LOC101900991_XP_005191872.1	n:1	FBgn0011589_FBpp0085981
LOC101900993_XP_005175408.1	n:1	FBgn0030261_FBpp0312042
LOC101900994_XP_005175485.1	n:n	FBgn0034225_FBpp0086082,FBgn0050104_FBpp0086084,FBgn0050103_FBpp0086085
LOC101900995_XP_005175563.1	1:1	FBgn0038052_FBpp0082100
LOC101900996_XP_005175697.1	1:1	FBgn0265487_FBpp0307871
LOC101900997_XP_005175750.1	1:1	FBgn0036014_FBpp0076108
LOC101900998_XP_005176069.1	n:1	FBgn0032771_FBpp0080739
LOC101901000_XP_005176871.1	1:1	FBgn0034743_FBpp0071766
LOC101901001_XP_005177770.1	1:n	FBgn0031331_FBpp0310385,FBgn0015320_FBpp0079704
LOC101901002_XP_005179249.1	1:1	FBgn0037206_FBpp0303814
LOC101901004_XP_005179426.1	1:1	FBgn0001137_FBpp0079313
LOC101901005_XP_005179699.1	1:1	FBgn0033138_FBpp0088129
LOC101901006_XP_005179784.1	1:1	FBgn0029174_FBpp0079468
LOC101901007_XP_005179864.1	1:1	FBgn0032666_FBpp0309463
LOC101901008_XP_005179950.1	n:n	FBgn0039613_FBpp0084699,FBgn0027578_FBpp0307566
LOC101901011_XP_005180474.1	1:1	FBgn0029783_FBpp0070817
LOC101901012_XP_005180571.1	1:1	FBgn0039665_FBpp0084799
LOC101901013_XP_005180925.1	n:n	FBgn0030925_FBpp0111913,FBgn0030926_FBpp0074400
LOC101901014_XP_005181093.1	1:1	FBgn0038312_FBpp0288457
LOC101901015_XP_005181263.1	1:1	FBgn0034925_FBpp0072129
LOC101901016_XP_005181354.1	1:1	FBgn0037671_FBpp0081458
LOC101901017_XP_005182141.1	1:1	FBgn0020018_FBpp0084044
LOC101901018_XP_005182555.1	1:1	FBgn0000045_FBpp0078131
LOC101901019_XP_005182819.1	n:1	FBgn0005631_FBpp0071833
LOC101901020_XP_005183000.1	n:n	FBgn0034884_FBpp0297290,FBgn0034883_FBpp0307864
LOC101901021_XP_005183262.1	1:1	FBgn0027506_FBpp0309188
LOC101901022_XP_005183765.1	1:1	FBgn0028683_FBpp0086953
LOC101901023_XP_005184457.1	n:1	FBgn0024227_FBpp0079769
LOC101901025_XP_005185027.1	1:1	FBgn0003312_FBpp0081949
LOC101901026_XP_005185112.1	1:1	FBgn0034920_FBpp0072040
LOC101901027_XP_005185202.1	1:1	FBgn0032820_FBpp0080853
LOC101901029_XP_005185700.1	1:1	FBgn0039258_FBpp0084130
LOC101901030_XP_005185926.1	n:1	FBgn0037445_FBpp0303225
LOC101901031_XP_005186268.1	1:1	FBgn0028327_FBpp0310058
LOC101901032_XP_005186354.1	1:1	FBgn0003114_FBpp0085618
LOC101901033_XP_005186442.1	1:1	FBgn0003444_FBpp0077788
LOC101901034_XP_005186846.1	1:1	FBgn0032343_FBpp0079816
LOC101901035_XP_005187182.1	n:n	FBgn0034509_FBpp0085604,FBgn0050145_FBpp0085577,FBgn0043536_FBpp0289082
LOC101901036_XP_005187268.1	1:1	FBgn0010417_FBpp0074709
LOC101901037_XP_005187433.1	1:n	FBgn0028892_FBpp0312174,FBgn0034689_FBpp0071713
LOC101901038_XP_005187855.1	1:1	FBgn0035851_FBpp0076417
LOC101901039_XP_005188031.1	1:1	FBgn0039199_FBpp0084001
LOC101901040_XP_005188121.1	1:1	FBgn0040009_FBpp0291581
LOC101901041_XP_005188207.1	1:1	FBgn0014366_FBpp0078400
LOC101901042_XP_005188386.1	1:1	FBgn0263031_FBpp0297765
LOC101901043_XP_005188479.1	1:1	FBgn0037344_FBpp0078401
LOC101901044_XP_005188654.1	1:1	FBgn0053177_FBpp0073779
LOC101901045_XP_005188985.1	n:1	FBgn0004777_FBpp0081187
LOC101901047_XP_005189622.1	1:1	FBgn0030459_FBpp0073569
LOC101901048_XP_005189940.1	1:1	FBgn0031629_FBpp0304846
LOC101901049_XP_005190023.1	n:n	FBgn0039439_FBpp0084425,FBgn0039440_FBpp0113030,FBgn0051080_FBpp0084404,FBgn0039441_FBpp0084403,FBgn0039436_FBpp0084429,FBgn0039437_FBpp0084428,FBgn0039434_FBpp0084401
LOC101901052_XP_005191483.1	1:1	FBgn0038294_FBpp0082490
LOC101901053_XP_005191714.1	1:1	FBgn0020660_FBpp0112403
LOC101901054_XP_005191795.1	1:1	FBgn0040360_FBpp0070193
LOC101901055_XP_005191950.1	n:n	FBgn0032827_FBpp0080847,FBgn0030890_FBpp0309976
LOC101901057_XP_005175091.1	1:1	FBgn0000464_FBpp0303681
LOC101901059_XP_005175628.1	1:1	FBgn0037734_FBpp0081569
LOC101901060_XP_005175826.1	1:1	FBgn0262601_FBpp0293061
LOC101901062_XP_005176249.1	1:n	FBgn0032453_FBpp0079979,FBgn0265272_FBpp0086831
LOC101901063_XP_005176432.1	1:1	FBgn0034636_FBpp0300865
LOC101901064_XP_005176961.1	n:n	FBgn0052374_FBpp0076539,FBgn0052376_FBpp0076538,FBgn0035795_FBpp0076540
LOC101901065_XP_005177051.1	1:1	FBgn0040780_FBpp0112243
LOC101901066_XP_005177148.1	1:1	FBgn0036369_FBpp0311518
LOC101901068_XP_005177934.1	1:1	FBgn0005619_FBpp0311591
LOC101901069_XP_005178542.1	1:1	FBgn0038282_FBpp0088403
LOC101901070_XP_005178628.1	n:n	FBgn0042137_FBpp0300159,FBgn0036620_FBpp0075142
LOC101901071_XP_005178716.1	1:1	FBgn0037473_FBpp0081128
LOC101901072_XP_005178900.1	1:1	FBgn0036038_FBpp0076132
LOC101901073_XP_005179066.1	1:1	FBgn0035334_FBpp0072767
LOC101901074_XP_005179608.1	1:1	FBgn0023527_FBpp0070382
LOC101901076_XP_005181011.1	n:1	FBgn0030316_FBpp0073362
LOC101901077_XP_005181174.1	1:1	FBgn0083967_FBpp0110178
LOC101901078_XP_005181448.1	n:1	FBgn0030543_FBpp0113000
LOC101901079_XP_005181526.1	1:1	FBgn0036483_FBpp0075405
LOC101901080_XP_005181700.1	1:1	FBgn0083961_FBpp0110136
LOC101901081_XP_005181782.1	1:1	FBgn0036566_FBpp0305775
LOC101901082_XP_005181958.1	1:1	FBgn0263863_FBpp0083665
LOC101901083_XP_005182212.1	1:1	FBgn0033463_FBpp0087535
LOC101901084_XP_005182734.1	1:1	FBgn0028858_FBpp0310297
LOC101901085_XP_005183348.1	1:1	FBgn0030167_FBpp0300229
LOC101901086_XP_005183434.1	n:1	FBgn0259231_FBpp0288959
LOC101901087_XP_005183589.1	1:1	FBgn0032880_FBpp0080923
LOC101901088_XP_005183675.1	n:1	FBgn0029708_FBpp0070642
LOC101901090_XP_005184283.1	1:1	FBgn0039225_FBpp0089401
LOC101901091_XP_005184370.1	1:1	FBgn0039627_FBpp0084729
LOC101901093_XP_005184870.1	1:1	FBgn0266674_FBpp0083436
LOC101901094_XP_005185450.1	1:1	FBgn0034488_FBpp0085630
LOC101901095_XP_005185530.1	1:1	FBgn0037436_FBpp0081210
LOC101901096_XP_005186609.1	n:1	FBgn0043854_FBpp0288720
LOC101901099_XP_005188298.1	1:1	FBgn0029778_FBpp0070751
LOC101901100_XP_005188566.1	1:1	FBgn0261930_FBpp0070105
LOC101901102_XP_005188898.1	1:1	FBgn0030321_FBpp0310240
LOC101901103_XP_005189068.1	n:1	FBgn0262509_FBpp0293373
LOC101901104_XP_005189156.1	1:1	FBgn0034245_FBpp0086062
LOC101901105_XP_005189236.1	1:1	FBgn0038422_FBpp0082770
LOC101901106_XP_005189298.1	n:1	FBgn0011589_FBpp0085981
LOC101901107_XP_005189475.1	1:1	FBgn0261573_FBpp0300336
LOC101901108_XP_005189702.1	n:1	FBgn0036881_FBpp0304994
LOC101901110_XP_005190264.1	1:1	FBgn0259937_FBpp0072166
LOC101901111_XP_005190576.1	1:n	FBgn0037340_FBpp0078403,FBgn0036426_FBpp0288721
LOC101901112_XP_005190985.1	1:1	FBgn0032029_FBpp0308837
LOC101901113_XP_005191231.1	1:1	FBgn0032147_FBpp0079465
LOC101901115_XP_005191573.1	n:n	FBgn0260657_FBpp0293525,FBgn0030993_FBpp0074440
LOC101901116_XP_005191645.1	1:1	FBgn0037626_FBpp0081399
LOC101901118_XP_005192110.1	n:1	FBgn0002985_FBpp0077246
LOC101901119_XP_005192186.1	n:1	FBgn0029791_FBpp0290305
LOC101901120_XP_005174844.1	1:1	FBgn0262169_FBpp0087489
LOC101901123_XP_005175903.1	1:1	FBgn0031997_FBpp0079209
LOC101901125_XP_005176694.1	n:n	FBgn0037727_FBpp0081559,FBgn0039564_FBpp0084624
LOC101901126_XP_005176784.1	1:1	FBgn0010217_FBpp0305828
LOC101901127_XP_005177425.1	1:1	FBgn0031851_FBpp0078929
LOC101901128_XP_005177601.1	1:1	FBgn0031118_FBpp0309351
LOC101901130_XP_005178027.1	1:1	FBgn0038201_FBpp0099477
LOC101901131_XP_005178106.1	1:1	FBgn0028476_FBpp0290057
LOC101901132_XP_005178368.1	1:1	FBgn0040396_FBpp0310197
LOC101901133_XP_005178808.1	1:1	FBgn0033159_FBpp0297683
LOC101901134_XP_005180299.1	n:n	FBgn0052462_FBpp0078229,FBgn0032894_FBpp0080954,FBgn0052436_FBpp0077999
LOC101901135_XP_005180387.1	1:1	FBgn0029873_FBpp0070874
LOC101901136_XP_005180743.1	1:1	FBgn0038912_FBpp0083537
LOC101901137_XP_005182046.1	1:1	FBgn0004055_FBpp0072304
LOC101901139_XP_005182643.1	n:1	FBgn0036607_FBpp0075130
LOC101901140_XP_005183090.1	1:1	FBgn0085339_FBpp0312103
LOC101901141_XP_005183927.1	1:1	FBgn0039702_FBpp0084899
LOC101901142_XP_005184011.1	1:1	FBgn0038220_FBpp0310570
LOC101901143_XP_005184189.1	1:1	FBgn0020909_FBpp0073651
LOC101901144_XP_005184538.1	1:1	FBgn0010309_FBpp0080735
LOC101901145_XP_005184783.1	n:1	FBgn0053971_FBpp0099386
LOC101901146_XP_005184941.1	1:1	FBgn0031066_FBpp0074584
LOC101901147_XP_005185619.1	1:1	FBgn0039055_FBpp0083799
LOC101901148_XP_005186013.1	1:1	FBgn0260642_FBpp0089246
LOC101901149_XP_005186520.1	n:1	FBgn0031596_FBpp0077118
LOC101901151_XP_005187599.1	n:1	FBgn0033110_FBpp0307665
LOC101901152_XP_005187686.1	n:1	FBgn0023495_FBpp0082239
LOC101901153_XP_005187774.1	n:1	FBgn0053514_FBpp0073145
LOC101901154_XP_005187945.1	n:n	FBgn0038349_FBpp0082605,FBgn0038350_FBpp0082604
LOC101901155_XP_005189552.1	n:1	FBgn0264386_FBpp0306997
LOC101901156_XP_005189775.1	1:1	FBgn0039172_FBpp0083949
LOC101901158_XP_005190412.1	1:1	FBgn0039959_FBpp0112471
LOC101901161_XP_005191149.1	n:1	FBgn0029866_FBpp0303812
LOC101901162_XP_005191400.1	n:n	FBgn0032585_FBpp0080422,FBgn0259716_FBpp0289246,FBgn0031678_FBpp0078665
LOC101901163_XP_005191873.1	1:1	FBgn0033558_FBpp0308560
LOC101901164_XP_005174934.1	1:1	FBgn0037224_FBpp0078614
LOC101901165_XP_005175171.1	1:1	FBgn0259707_FBpp0289237
LOC101901167_XP_005175486.1	1:1	FBgn0013303_FBpp0074671
LOC101901168_XP_005175564.1	n:1	FBgn0034599_FBpp0071502
LOC101901169_XP_005175698.1	n:n	FBgn0038218_FBpp0082410,FBgn0038217_FBpp0082411,FBgn0039376_FBpp0084279,FBgn0037571_FBpp0081348
LOC101901170_XP_005175751.1	1:1	FBgn0005636_FBpp0303462
LOC101901172_XP_005176161.1	1:1	FBgn0000152_FBpp0074146
LOC101901173_XP_005176872.1	1:1	FBgn0034741_FBpp0309758
LOC101901174_XP_005177329.1	1:1	FBgn0016038_FBpp0088667
LOC101901175_XP_005177771.1	1:1	FBgn0032297_FBpp0309219
LOC101901177_XP_005179250.1	1:1	FBgn0037202_FBpp0078205
LOC101901178_XP_005179331.1	1:n	FBgn0083985_FBpp0110319,FBgn0038128_FBpp0082247
LOC101901180_XP_005179516.1	1:1	FBgn0261647_FBpp0303515
LOC101901181_XP_005179700.1	n:n	FBgn0000278_FBpp0085002,FBgn0000279_FBpp0084980,FBgn0000277_FBpp0084978,FBgn0000276_FBpp0084977
LOC101901182_XP_005179951.1	1:1	FBgn0047114_FBpp0083880
LOC101901183_XP_005180036.1	1:1	FBgn0024983_FBpp0099908
LOC101901184_XP_005180123.1	1:1	FBgn0035122_FBpp0302563
LOC101901185_XP_005180475.1	1:1	FBgn0040376_FBpp0291637
LOC101901186_XP_005180572.1	1:1	FBgn0039664_FBpp0084793
LOC101901187_XP_005180659.1	1:n	FBgn0262519_FBpp0099808,FBgn0023395_FBpp0074766
LOC101901188_XP_005181095.1	1:1	FBgn0000283_FBpp0082581
LOC101901190_XP_005181610.1	n:1	FBgn0011705_FBpp0303871
LOC101901191_XP_005182142.1	1:1	FBgn0004432_FBpp0074017
LOC101901192_XP_005182820.1	1:1	FBgn0025864_FBpp0071165
