#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
FBpp0126826          -          BGBP                 -           2.1e-124  415.3   0.0  2.6e-124  415.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:complement(18749699..18749896,18749974..18751136,18751283..18751400); ID=FBpp0126826; name=Dana\GF23634-PA; parent=FBgn0100628,FBtr0128334; dbxref=FlyBase:FBpp0126826,FlyBase_Annotation_IDs:GF23634-PA,GB_protein:EDV41021,REFSEQ:XP_001958215,FlyMine:FBpp0126826; MD5=a3c029eee1d316ddb0f028be43ed3a92; length=492; release=r1.3; species=Dana; 
FBpp0115852          -          LYS                  -              1e-44  151.3   0.0   1.1e-44  151.2   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13266:2842342..2842785; ID=FBpp0115852; name=Dana\GF12660-PA; parent=FBgn0089696,FBtr0117360; dbxref=FlyBase:FBpp0115852,FlyBase_Annotation_IDs:GF12660-PA,GB_protein:EDV35824,REFSEQ:XP_001959002,FlyMine:FBpp0115852; MD5=1a7ed490f1e2b6edaa8f253027018664; length=147; release=r1.3; species=Dana; 
FBpp0127627          -          LYS                  -            6.9e-42  142.1   1.3   7.5e-42  142.0   1.3   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:complement(6702992..6703327); ID=FBpp0127627; name=Dana\GF24435-PA; parent=FBgn0101429,FBtr0129135; dbxref=FlyBase:FBpp0127627,FlyBase_Annotation_IDs:GF24435-PA,GB_protein:EDV39527,REFSEQ:XP_001956721,FlyMine:FBpp0127627; MD5=b855db9353ecb9e2e6afa223919ccd4a; length=111; release=r1.3; species=Dana; 
FBpp0113263          -          LYS                  -            9.5e-40  135.2   2.8     1e-39  135.1   2.8   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:6697718..6698053; ID=FBpp0113263; name=Dana\GF10071-PA; parent=FBgn0087112,FBtr0114771; dbxref=FlyBase:FBpp0113263,FlyBase_Annotation_IDs:GF10071-PA,GB_protein:EDV39524,REFSEQ:XP_001956718,FlyMine:FBpp0113263; MD5=548cfe0571138463d05667432c7a09a9; length=111; release=r1.3; species=Dana; 
FBpp0117785          -          MD2L                 -            9.9e-39  132.5   0.4   1.1e-38  132.4   0.4   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_12916:complement(6476399..6476845); ID=FBpp0117785; name=Dana\GF14593-PA; parent=FBgn0091620,FBtr0119293; dbxref=FlyBase:FBpp0117785,FlyBase_Annotation_IDs:GF14593-PA,GB_protein:EDV31350,REFSEQ:XP_001962129,FlyMine:FBpp0117785; MD5=6c942650287da3dec3ea7dadc70e7f66; length=148; release=r1.3; species=Dana; 
FBpp0121046          -          MD2L                 -            9.2e-36  122.9   0.4   9.6e-36  122.8   0.4   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:join(6439892..6439961,6440557..6440664,6440726..6441042); ID=FBpp0121046; name=Dana\GF17854-PA; parent=FBgn0094872,FBtr0122554; dbxref=FlyBase:FBpp0121046,FlyBase_Annotation_IDs:GF17854-PA,GB_protein:EDV42181,REFSEQ:XP_001953620,FlyMine:FBpp0121046; MD5=55b95910555b6f91337ffbc6b2e001e5; length=164; release=r1.3; species=Dana; 
FBpp0121047          -          MD2L                 -            2.9e-35  121.3   0.3     3e-35  121.2   0.3   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:join(6442336..6442423,6442658..6442765,6442832..6443148); ID=FBpp0121047; name=Dana\GF17855-PA; parent=FBgn0094873,FBtr0122555; dbxref=FlyBase:FBpp0121047,FlyBase_Annotation_IDs:GF17855-PA,GB_protein:EDV42182,REFSEQ:XP_001953621,FlyMine:FBpp0121047; MD5=e2bb089889fc3cb55cdcc3b40750df31; length=170; release=r1.3; species=Dana; 
FBpp0120328          -          MD2L                 -            6.3e-34  116.9   0.4   6.9e-34  116.8   0.4   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:complement(6444431..6444867,6444929..6445019); ID=FBpp0120328; name=Dana\GF17136-PA; parent=FBgn0094155,FBtr0121836; dbxref=FlyBase:FBpp0120328,FlyBase_Annotation_IDs:GF17136-PA,GB_protein:EDV42183,REFSEQ:XP_001953622,FlyMine:FBpp0120328; MD5=1f51d4367df86004998ac227f4e4d3f1; length=175; release=r1.3; species=Dana; 
FBpp0121048          -          MD2L                 -            9.1e-32  109.9   0.1   9.5e-32  109.9   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:join(6448959..6449043,6449109..6449222,6449293..6449588); ID=FBpp0121048; name=Dana\GF17856-PA; parent=FBgn0094874,FBtr0122556; dbxref=FlyBase:FBpp0121048,FlyBase_Annotation_IDs:GF17856-PA,GB_protein:EDV42184,REFSEQ:XP_001953623,FlyMine:FBpp0121048; MD5=9eb5bc08302f1d418192f1f02a74a322; length=164; release=r1.3; species=Dana; 
FBpp0119427          -          MD2L                 -            2.6e-31  108.5   0.0   2.7e-31  108.4   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:complement(20553639..20554033,20555084..20555177); ID=FBpp0119427; name=Dana\GF16235-PA; parent=FBgn0093257,FBtr0120935; dbxref=FlyBase:FBpp0119427,FlyBase_Annotation_IDs:GF16235-PA,GB_protein:EDV44040,REFSEQ:XP_001955479,FlyMine:FBpp0119427; MD5=9de01af33ac86da7295bb4b8bfbae185; length=162; release=r1.3; species=Dana; 
FBpp0119299          -          MD2L                 -            1.1e-27   96.7   0.0   1.2e-27   96.5   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:complement(22529844..22529930,22530001..22530170,22531018..22531125,22532356..22532503); ID=FBpp0119299; name=Dana\GF16107-PA; parent=FBgn0093129,FBtr0120807; dbxref=FlyBase:FBpp0119299,FlyBase_Annotation_IDs:GF16107-PA,GB_protein:EDV44265,REFSEQ:XP_001955704,FlyMine:FBpp0119299; MD5=728d7a7a084c45c74c3d20bc27efb7aa; length=170; release=r1.3; species=Dana; 
FBpp0126504          -          MD2L                 -            2.2e-26   92.4   0.2   2.3e-26   92.4   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_12911:4414108..4414581; ID=FBpp0126504; name=Dana\GF23312-PA; parent=FBgn0100306,FBtr0128012; dbxref=FlyBase:FBpp0126504,FlyBase_Annotation_IDs:GF23312-PA,GB_protein:EDV30473,REFSEQ:XP_001964677,FlyMine:FBpp0126504; MD5=048c45b100ce59e6c5766ac17ff8e6d3; length=157; release=r1.3; species=Dana; 
FBpp0126145          -          NIM                  -           1.7e-159  517.2 458.1   6.5e-09   35.7  14.1  23.2  22   1   0  22  22  22  21 type=protein; loc=scaffold_12911:complement(3843073..3843128,3843181..3843312,3843382..3843653,3843876..3845478,3846070..3846308,3846381..3846544,3846599..3846706); ID=FBpp0126145; name=Dana\GF22953-PA; parent=FBgn0099947,FBtr0127653; dbxref=FlyBase:FBpp0126145,FlyBase_Annotation_IDs:GF22953-PA,GB_protein:EDV30411,REFSEQ:XP_001964615,FlyMine:FBpp0126145; MD5=665d07f76869be58e1ade4e0a1fe5af4; length=857; release=r1.3; species=Dana; 
FBpp0117467          -          NIM                  -             6e-117  381.2 312.0   9.4e-10   38.4   6.8  16.5  16   0   0  16  16  16  16 type=protein; loc=scaffold_12916:complement(11798136..11799116,11799180..11800101,11800167..11800222,11801057..11801159,11801222..11801292); ID=FBpp0117467; name=Dana\GF14275-PA; parent=FBgn0091302,FBtr0118975; dbxref=FlyBase:FBpp0117467,FlyBase_Annotation_IDs:GF14275-PA,GB_protein:EDV31970,REFSEQ:XP_001962749,FlyMine:FBpp0117467; MD5=ec3912f1bb463fa27a9725af7c8b72f1; length=710; release=r1.3; species=Dana; 
FBpp0118798          -          NIM                  -            2.2e-79  261.1 230.8   3.6e-09   36.6  12.4  12.9  13   0   0  13  13  11  11 type=protein; loc=scaffold_12916:join(11802337..11802552,11803053..11804170,11804273..11804855); ID=FBpp0118798; name=Dana\GF15606-PA; parent=FBgn0092630,FBtr0120306; dbxref=FlyBase:FBpp0118798,FlyBase_Annotation_IDs:GF15606-PA,GB_protein:EDV31971,REFSEQ:XP_001962750,FlyMine:FBpp0118798; MD5=16eda488614d6a8af6024c48378116e5; length=638; release=r1.3; species=Dana; 
FBpp0118800          -          NIM                  -            4.2e-53  177.0 135.7   1.7e-08   34.4  12.7   7.6   7   0   0   7   7   7   7 type=protein; loc=scaffold_12916:join(11813961..11814379,11814680..11815216,11815278..11815587); ID=FBpp0118800; name=Dana\GF15608-PA; parent=FBgn0092632,FBtr0120308; dbxref=FlyBase:FBpp0118800,FlyBase_Annotation_IDs:GF15608-PA,GB_protein:EDV31975,REFSEQ:XP_001962754,FlyMine:FBpp0118800; MD5=a56930ad0512ef9a7f62510a093838c0; length=421; release=r1.3; species=Dana; 
FBpp0118799          -          NIM                  -            7.1e-41  137.9 138.0   1.4e-06   28.2  10.1   8.4   8   0   0   8   8   8   8 type=protein; loc=scaffold_12916:join(11810902..11811191,11811372..11811935,11812074..11812578); ID=FBpp0118799; name=Dana\GF15607-PA; parent=FBgn0092631,FBtr0120307; dbxref=FlyBase:FBpp0118799,FlyBase_Annotation_IDs:GF15607-PA,GB_protein:EDV31973,REFSEQ:XP_001962752,FlyMine:FBpp0118799; MD5=397bc9eeeac35c12c849d337d6f4eb50; length=452; release=r1.3; species=Dana; 
FBpp0117465          -          NIM                  -            8.8e-41  137.6 146.7   1.3e-07   31.5  12.6   8.8   9   0   0   9   9   8   8 type=protein; loc=scaffold_12916:complement(11815624..11815882,11815933..11816136,11816194..11816751,11816811..11816989); ID=FBpp0117465; name=Dana\GF14273-PA; parent=FBgn0091300,FBtr0118973; dbxref=FlyBase:FBpp0117465,FlyBase_Annotation_IDs:GF14273-PA,GB_protein:EDV31976,REFSEQ:XP_001962755,FlyMine:FBpp0117465; MD5=e59e0191581e4a89db0dcdff33156032; length=399; release=r1.3; species=Dana; 
FBpp0117470          -          NIM                  -            1.8e-26   91.9  69.6   3.9e-08   33.2  11.6   5.0   5   0   0   5   5   4   4 type=protein; loc=scaffold_12916:complement(11731298..11732434); ID=FBpp0117470; name=Dana\GF14278-PA; parent=FBgn0091305,FBtr0118978; dbxref=FlyBase:FBpp0117470,FlyBase_Annotation_IDs:GF14278-PA,GB_protein:EDV31963,REFSEQ:XP_001962742,FlyMine:FBpp0117470; MD5=62821a070fa32898d9ad36ce2cdaa188; length=378; release=r1.3; species=Dana; 
FBpp0117466          -          NIM                  -            7.2e-25   86.8  95.1   1.4e-05   25.1  10.9   5.7   5   0   0   5   5   5   5 type=protein; loc=scaffold_12916:complement(11809357..11809453,11809512..11810054,11810123..11810442); ID=FBpp0117466; name=Dana\GF14274-PA; parent=FBgn0091301,FBtr0118974; dbxref=FlyBase:FBpp0117466,FlyBase_Annotation_IDs:GF14274-PA,GB_protein:EDV31972,REFSEQ:XP_001962751,FlyMine:FBpp0117466; MD5=56265e2c8d5eb3708f47d2c513051713; length=319; release=r1.3; species=Dana; 
FBpp0123598          -          NIM                  -            4.7e-22   77.8 110.1   0.00017   21.6  10.9   8.8   8   1   0   8   8   6   6 type=protein; loc=scaffold_13417:join(1091324..1091452,1091507..1091804,1091862..1092053,1092119..1092179,1092262..1092392,1092450..1093216); ID=FBpp0123598; name=Dana\GF20406-PA; parent=FBgn0097413,FBtr0125106; dbxref=FlyBase:FBpp0123598,FlyBase_Annotation_IDs:GF20406-PA,GB_protein:EDV44524,REFSEQ:XP_001963448,FlyMine:FBpp0123598; MD5=7a5cd64fdc5579cda311cb08068cf563; length=525; release=r1.3; species=Dana; 
FBpp0124030          -          NIM                  -            9.2e-18   64.0  77.1   0.00037   20.5  10.4   5.6   5   0   0   5   5   5   5 type=protein; loc=scaffold_13117:complement(4450623..4450648,4450704..4450901,4450966..4451061,4452973..4453161,4453480..4453674,4453748..4454005,4457199..4457613); ID=FBpp0124030; name=Dana\GF20838-PA; parent=FBgn0097844,FBtr0125538; dbxref=FlyBase:FBpp0124030,FlyBase_Annotation_IDs:GF20838-PA,GB_protein:EDV34655,REFSEQ:XP_001964206,FlyMine:FBpp0124030; MD5=5c932942cdeabb2f699662743cc14f4e; length=458; release=r1.3; species=Dana; 
FBpp0114715          -          NIM                  -            3.2e-10   39.9  66.4   2.4e-05   24.3   9.5   4.6   5   0   0   5   5   3   3 type=protein; loc=scaffold_13266:complement(12121286..12121388,12121446..12121556,12121617..12122017); ID=FBpp0114715; name=Dana\GF11523-PA; parent=FBgn0088563,FBtr0116223; dbxref=FlyBase:FBpp0114715,FlyBase_Annotation_IDs:GF11523-PA,GB_protein:EDV37242,REFSEQ:XP_001960420,FlyMine:FBpp0114715; MD5=6c31796b67149b81e7886a3f9a0a1bbc; length=204; release=r1.3; species=Dana; 
FBpp0118796          -          NIM                  -              4e-10   39.6  33.7     9e-07   28.9  13.5   3.5   4   0   0   4   4   2   2 type=protein; loc=scaffold_12916:11759482..11760141; ID=FBpp0118796; name=Dana\GF15604-PA; parent=FBgn0092628,FBtr0120304; dbxref=FlyBase:FBpp0118796,FlyBase_Annotation_IDs:GF15604-PA,GB_protein:EDV31967,REFSEQ:XP_001962746,FlyMine:FBpp0118796; MD5=6e576dc4a9a2d05bc8f93db4ed534cfe; length=219; release=r1.3; species=Dana; 
FBpp0128161          -          NIM                  -            2.9e-09   36.8  12.8   2.9e-09   36.8  12.8   2.4   3   0   0   3   3   1   1 type=protein; loc=scaffold_13337:join(1115493..1115593,1115652..1115815,1115887..1116035); ID=FBpp0128161; name=Dana\GF24969-PA; parent=FBgn0101961,FBtr0129669; dbxref=FlyBase:FBpp0128161,FlyBase_Annotation_IDs:GF24969-PA,GB_protein:EDV38780,REFSEQ:XP_001955974,FlyMine:FBpp0128161; MD5=a18085146177afab1d2f536b7b70f1b4; length=137; release=r1.3; species=Dana; 
FBpp0122912          -          NIM                  -            3.2e-09   36.7  13.3   3.2e-09   36.7  13.3   2.2   2   0   0   2   2   1   1 type=protein; loc=scaffold_12916:join(11813127..11813293,11813349..11813547); ID=FBpp0122912; name=Dana\GF19720-PA; parent=FBgn0096727,FBtr0124420; dbxref=FlyBase:FBpp0122912,FlyBase_Annotation_IDs:GF19720-PA,GB_protein:EDV31974,REFSEQ:XP_001962753,FlyMine:FBpp0122912; MD5=0e8b45c28eef6972346e8a8b7ccbced9; length=121; release=r1.3; species=Dana; 
FBpp0117948          -          NIM                  -            3.3e-07   30.3  11.3   3.3e-07   30.3  11.3  17.9  19   0   0  19  19   4   2 type=protein; loc=scaffold_12916:complement(4405005..4406200,4406263..4408675,4408731..4411109,4411169..4413112,4413168..4413584,4413856..4414218); ID=FBpp0117948; name=Dana\GF14756-PA; parent=FBgn0091783,FBtr0119456; dbxref=FlyBase:FBpp0117948,FlyBase_Annotation_IDs:GF14756-PA,GB_protein:EDV31001,REFSEQ:XP_001961780,FlyMine:FBpp0117948; MD5=69ed3b923c232551a08752e5f101bd10; length=2903; release=r1.3; species=Dana; 
FBpp0128260          -          NIM                  -            1.8e-06   27.9  12.6   1.8e-06   27.9  12.6   3.4   3   1   0   3   3   2   1 type=protein; loc=scaffold_13337:join(2470141..2470874,2481809..2482065,2482472..2482890,2482947..2483078); ID=FBpp0128260; name=Dana\GF25068-PA; parent=FBgn0102060,FBtr0129768; dbxref=FlyBase:FBpp0128260,FlyBase_Annotation_IDs:GF25068-PA,GB_protein:EDV38967,REFSEQ:XP_001956161,FlyMine:FBpp0128260; MD5=9fa5b52bcdb6a7d337f083842cd0013b; length=513; release=r1.3; species=Dana; 
FBpp0121659          -          NIM                  -            1.9e-06   27.8  23.7   2.4e-05   24.3  10.4  12.9  11   3   0  11  11   5   3 type=protein; loc=scaffold_13340:join(15236625..15236681,15242121..15242432,15245790..15245856,15249734..15249982,15252927..15252981,15254996..15256745); ID=FBpp0121659; name=Dana\Dl-2-PA; parent=FBgn0095485,FBtr0123167; dbxref=FlyBase:FBpp0121659,FlyBase_Annotation_IDs:GF18467-PA,GB_protein:EDV43393,REFSEQ:XP_001954832,FlyMine:FBpp0121659; MD5=5512d3bc0a8ce33f9d569f1c7593693b; length=829; release=r1.3; species=Dana; 
FBpp0117464          -          NIM                  -            7.4e-06   26.0  11.2   7.4e-06   26.0  11.2   4.6   4   1   0   4   4   2   1 type=protein; loc=scaffold_12916:complement(11818205..11818608,11818693..11819393,11819448..11819565,11819619..11819793,11822362..11822664); ID=FBpp0117464; name=Dana\GF14272-PA; parent=FBgn0091299,FBtr0118972; dbxref=FlyBase:FBpp0117464,FlyBase_Annotation_IDs:GF14272-PA,GB_protein:EDV31977,REFSEQ:XP_001962756,FlyMine:FBpp0117464; MD5=cdd20b6104003ea9d54520c7120cbb07; length=566; release=r1.3; species=Dana; 
FBpp0126136          -          NIM                  -            0.00035   20.6  10.9   0.00035   20.6  10.9  19.5  19   2   1  20  20   4   1 type=protein; loc=scaffold_12911:complement(3936613..3937365,3937463..3938070,3938152..3938523,3939549..3939644,3939723..3939929,3940235..3940981,3941970..3942252,3942429..3942604,3942774..3942907,3945142..3945457,3946024..3946078,3949702..3949889,3950156..3950273,3953492..3953767); ID=FBpp0126136; name=Dana\GF22944-PA; parent=FBgn0099938,FBtr0127644; dbxref=FlyBase:FBpp0126136,FlyBase_Annotation_IDs:GF22944-PA,GB_protein:EDV30429,REFSEQ:XP_001964633,FlyMine:FBpp0126136; MD5=90690a50a43590b2a5e92289e4f6cbde; length=1442; release=r1.3; species=Dana; 
FBpp0116196          -          NIM                  -              0.006   16.7   2.6     0.006   16.7   2.6   3.0   3   0   0   3   3   2   0 type=protein; loc=scaffold_13250:join(3473576..3473601,3478232..3478351,3478422..3478599,3479177..3479338); ID=FBpp0116196; name=Dana\GF13004-PA; parent=FBgn0090037,FBtr0117704; dbxref=FlyBase:FBpp0116196,FlyBase_Annotation_IDs:GF13004-PA,GB_protein:EDV35371,REFSEQ:XP_001966004,FlyMine:FBpp0116196; MD5=08ecd642f37bd296da6cf571689b9d1f; length=161; release=r1.3; species=Dana; 
FBpp0113872          -          PGRP                 -           5.6e-153  503.9   0.1   1.2e-55  187.3   0.0   3.3   2   1   1   3   3   3   3 type=protein; loc=scaffold_13337:join(16926030..16926837,16928345..16928509,16929220..16929371,16929453..16929704,16930604..16931000,16931435..16931964); ID=FBpp0113872; name=Dana\GF10680-PA; parent=FBgn0087721,FBtr0115380; dbxref=FlyBase:FBpp0113872,FlyBase_Annotation_IDs:GF10680-PA,GB_protein:EDV40784,REFSEQ:XP_001957978,FlyMine:FBpp0113872; MD5=49ce883b505b3568e12b3ef8838e0827; length=767; release=r1.3; species=Dana; 
FBpp0113873          -          PGRP                 -           3.5e-105  348.4   0.0   1.5e-67  226.1   0.0   2.0   2   0   0   2   2   2   2 type=protein; loc=scaffold_13337:join(16933167..16933305,16933371..16933522,16934085..16934469,16934528..16934967); ID=FBpp0113873; name=Dana\GF10681-PA; parent=FBgn0087722,FBtr0115381; dbxref=FlyBase:FBpp0113873,FlyBase_Annotation_IDs:GF10681-PA,GB_protein:EDV40785,REFSEQ:XP_001957979,FlyMine:FBpp0113873; MD5=40c575ddc040b0b39a9cb8997b825b38; length=371; release=r1.3; species=Dana; 
FBpp0115569          -          PGRP                 -            9.8e-63  210.4   0.7   1.1e-62  210.2   0.7   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13266:complement(1419265..1419822); ID=FBpp0115569; name=Dana\GF12377-PA; parent=FBgn0089414,FBtr0117077; dbxref=FlyBase:FBpp0115569,FlyBase_Annotation_IDs:GF12377-PA,GB_protein:EDV35626,REFSEQ:XP_001958804; MD5=31df306839a9ece798897107ddc7ecd2; length=185; release=r1.3; species=Dana; 
FBpp0124835          -          PGRP                 -            9.8e-63  210.4   0.7   1.1e-62  210.2   0.7   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_3800:1088..1645; ID=FBpp0124835; name=Dana\GF21643-PA; parent=FBgn0098643,FBtr0126343; dbxref=FlyBase:FBpp0124835,FlyBase_Annotation_IDs:GF21643-PA,GB_protein:EDV44854,REFSEQ:XP_001967792; MD5=31df306839a9ece798897107ddc7ecd2; length=185; release=r1.3; species=Dana; 
FBpp0124836          -          PGRP                 -            9.8e-63  210.4   0.7   1.1e-62  210.2   0.7   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_3800:4511..5068; ID=FBpp0124836; name=Dana\GF21644-PA; parent=FBgn0098644,FBtr0126344; dbxref=FlyBase:FBpp0124836,FlyBase_Annotation_IDs:GF21644-PA,GB_protein:EDV44856,REFSEQ:XP_001967794,FlyMine:FBpp0124836; MD5=31df306839a9ece798897107ddc7ecd2; length=185; release=r1.3; species=Dana; 
FBpp0113698          -          PGRP                 -            9.1e-61  204.0   0.0     1e-60  203.8   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:join(13883149..13883194,13883263..13883780); ID=FBpp0113698; name=Dana\GF10506-PA; parent=FBgn0087547,FBtr0115206; dbxref=FlyBase:FBpp0113698,FlyBase_Annotation_IDs:GF10506-PA,GB_protein:EDV40440,REFSEQ:XP_001957634,FlyMine:FBpp0113698; MD5=14bcb8366947cbe2403e860da5bc54c4; length=187; release=r1.3; species=Dana; 
FBpp0113847          -          PGRP                 -            4.5e-60  201.7   0.0   5.1e-60  201.6   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:16453557..16454123; ID=FBpp0113847; name=Dana\GF10655-PA; parent=FBgn0087696,FBtr0115355; dbxref=FlyBase:FBpp0113847,FlyBase_Annotation_IDs:GF10655-PA,GB_protein:EDV40730,REFSEQ:XP_001957924,FlyMine:FBpp0113847; MD5=d2bc717a5fc44564ca61b2ffa6bee117; length=188; release=r1.3; species=Dana; 
FBpp0127119          -          PGRP                 -              1e-58  197.4   0.0   1.2e-58  197.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:complement(13883930..13884114,13884171..13884534); ID=FBpp0127119; name=Dana\GF23927-PA; parent=FBgn0100921,FBtr0128627; dbxref=FlyBase:FBpp0127119,FlyBase_Annotation_IDs:GF23927-PA,GB_protein:EDV40441,REFSEQ:XP_001957635,FlyMine:FBpp0127119; MD5=42f6326e9e68db1e3db855fdd68585ca; length=182; release=r1.3; species=Dana; 
