#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
FBpp0074817          -          BGBP                 -           2.5e-135  452.4   0.0    3e-135  452.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:join(18676006..18676123,18676296..18677080,18677145..18677522,18677579..18677776); ID=FBpp0074817; name=GNBP1-PA; parent=FBgn0040323,FBtr0075050; dbxref=FlyBase:FBpp0074817,FlyBase_Annotation_IDs:CG6895-PA,GB_protein:AAF49244.1,REFSEQ:NP_524142,GB_protein:AAF49244,FlyMine:FBpp0074817,modMine:FBpp0074817; MD5=3319c8f13047af04e61708ace37337a8; length=492; release=r6.02; species=Dmel; 
FBpp0076150          -          CLIPE                -            0.00026   21.5   0.0    0.0006   20.3   0.0   1.4   1   1   0   1   1   1   1 type=protein; loc=3L:complement(9600547..9601305); ID=FBpp0076150; name=CG3088-PA; parent=FBgn0036015,FBtr0076421; dbxref=FlyBase:FBpp0076150,FlyBase_Annotation_IDs:CG3088-PA,GB_protein:AAF50241.1,REFSEQ:NP_648334,GB_protein:AAF50241,FlyMine:FBpp0076150,modMine:FBpp0076150; MD5=85c53b353b1d166070bdabda4fd06cfd; length=252; release=r6.02; species=Dmel; 
FBpp0070829          -          CLIPE                -            0.00049   20.6   0.0   0.00065   20.2   0.0   1.3   1   1   0   1   1   1   1 type=protein; loc=X:join(5955799..5955874,5957053..5957281,5957351..5957969); ID=FBpp0070829; name=CG6067-PA; parent=FBgn0029828,FBtr0070864; dbxref=FlyBase:FBpp0070829,FlyBase_Annotation_IDs:CG6067-PA,GB_protein:AAF46106.2,REFSEQ:NP_572283,GB_protein:AAF46106,FlyMine:FBpp0070829,modMine:FBpp0070829; MD5=9de6a691d6e6b59857fe6631929efb65; length=307; release=r6.02; species=Dmel; 
FBpp0076389          -          CLIPE                -            0.00072   20.0   0.0    0.0017   18.9   0.0   1.5   1   1   0   1   1   1   1 type=protein; loc=3L:complement(8392858..8393646); ID=FBpp0076389; name=Jon66Cii-PA; parent=FBgn0035887,FBtr0076666; dbxref=FlyBase:FBpp0076389,FlyBase_Annotation_IDs:CG7170-PA,GB_protein:AAF50427.1,REFSEQ:NP_648217,GB_protein:AAF50427,FlyMine:FBpp0076389,modMine:FBpp0076389; MD5=0b1c9efb82c4ce6e8a40fede958ab4d2; length=262; release=r6.02; species=Dmel; 
FBpp0084680          -          CLIPE                -             0.0011   19.4   0.2     0.005   17.3   0.2   1.9   1   1   0   2   2   1   0 type=protein; loc=3R:28790522..28791418; ID=FBpp0084680; name=intr-PA; parent=FBgn0039599,FBtr0085311; dbxref=FlyBase:FBpp0084680,FlyBase_Annotation_IDs:CG12558-PA,GB_protein:AAF56813.1,REFSEQ:NP_651633,GB_protein:AAF56813,FlyMine:FBpp0084680,modMine:FBpp0084680; MD5=590f9a94ee8e8d0b2e0073ce7ae6c0a6; length=298; release=r6.02; species=Dmel; 
FBpp0076335          -          CLIPE                -             0.0012   19.3   0.0     0.007   16.8   0.0   1.9   1   1   0   1   1   1   0 type=protein; loc=3L:8391558..8392340; ID=FBpp0076335; name=Jon66Ci-PA; parent=FBgn0035886,FBtr0076608; dbxref=FlyBase:FBpp0076335,FlyBase_Annotation_IDs:CG7118-PA,GB_protein:AAF50428.1,REFSEQ:NP_729372,GB_protein:AAF50428,FlyMine:FBpp0076335,modMine:FBpp0076335; MD5=84d52c565a820e348b9ea72c7145b2df; length=260; release=r6.02; species=Dmel; 
FBpp0111404          -          CLIPE                -              0.002   18.6   0.1    0.0036   17.8   0.0   1.5   1   1   0   1   1   1   0 type=protein; loc=3R:28789617..28790483; ID=FBpp0111404; name=CG34295-PA; parent=FBgn0085324,FBtr0112491; dbxref=FlyBase:FBpp0111404,FlyBase_Annotation_IDs:CG34295-PA,REFSEQ:NP_001097956,GB_protein:ABW08792,FlyMine:FBpp0111404,modMine:FBpp0111404; MD5=654ea46e71c89340dd46b7e7a6a0cce8; length=288; release=r6.02; species=Dmel; 
FBpp0084683          -          CLIPE                -             0.0034   17.8   0.1    0.0068   16.9   0.0   1.6   2   0   0   2   2   1   0 type=protein; loc=3R:complement(28755987..28756979); ID=FBpp0084683; name=CG9997-PA; parent=FBgn0039597,FBtr0085314; dbxref=FlyBase:FBpp0084683,FlyBase_Annotation_IDs:CG9997-PA,GB_protein:AAF56811.1,REFSEQ:NP_651631,GB_protein:AAF56811,FlyMine:FBpp0084683,modMine:FBpp0084683; MD5=cbab6d82f49dca2704403f49966afbbd; length=330; release=r6.02; species=Dmel; 
FBpp0307765          -          CLIPE                -             0.0034   17.8   0.1    0.0068   16.9   0.0   1.6   2   0   0   2   2   1   0 type=protein; loc=3R:complement(28755987..28756979); ID=FBpp0307765; name=CG9997-PB; parent=FBgn0039597,FBtr0336789; dbxref=FlyBase:FBpp0307765,FlyBase_Annotation_IDs:CG9997-PB,REFSEQ:NP_001263043,GB_protein:AGB96423; MD5=cbab6d82f49dca2704403f49966afbbd; length=330; release=r6.02; species=Dmel; 
FBpp0305860          -          CLIPE                -             0.0043   17.5   0.0    0.0046   17.4   0.0   1.1   1   0   0   1   1   1   0 type=protein; loc=3L:complement(18920004..18920300); ID=FBpp0305860; name=CG18223-PC; parent=FBgn0036832,FBtr0333711; dbxref=REFSEQ:NP_001262026,GB_protein:AGB94719,FlyBase:FBpp0305860,FlyBase_Annotation_IDs:CG18223-PC; MD5=c0b96ce316ecb5bb6f71e0a245d2d3ac; length=98; release=r6.02; species=Dmel; 
FBpp0072554          -          CTL                  -            6.7e-29  101.6   0.7     1e-28  101.0   0.7   1.3   1   0   0   1   1   1   1 type=protein; loc=3L:join(1266109..1266211,1269071..1269174,1272965..1273073,1273954..1274204); ID=FBpp0072554; name=CG9134-PA; parent=FBgn0035199,FBtr0072660; dbxref=FlyBase:FBpp0072554,FlyBase_Annotation_IDs:CG9134-PA,GB_protein:AAF47464.1,REFSEQ:NP_728586,GB_protein:AAF47464; MD5=50ca246b7a7265a718e173664490bfc5; length=188; release=r6.02; species=Dmel; 
FBpp0072555          -          CTL                  -            6.7e-29  101.6   0.7     1e-28  101.0   0.7   1.3   1   0   0   1   1   1   1 type=protein; loc=3L:join(1266109..1266211,1269071..1269174,1272965..1273073,1273954..1274204); ID=FBpp0072555; name=CG9134-PC; parent=FBgn0035199,FBtr0072661; dbxref=FlyBase:FBpp0072555,FlyBase_Annotation_IDs:CG9134-PC,GB_protein:AAN11467.1,REFSEQ:NP_728587,GB_protein:AAN11467,FlyMine:FBpp0072555,modMine:FBpp0072555; MD5=50ca246b7a7265a718e173664490bfc5; length=188; release=r6.02; species=Dmel; 
FBpp0072553          -          CTL                  -            5.1e-28   98.8   0.7   5.1e-28   98.8   0.7   1.7   2   0   0   2   2   1   1 type=protein; loc=3L:join(1257162..1257360,1261566..1262033,1269071..1269174,1272965..1273073,1273954..1274204); ID=FBpp0072553; name=CG9134-PB; parent=FBgn0035199,FBtr0072659; dbxref=FlyBase:FBpp0072553,FlyBase_Annotation_IDs:CG9134-PB,GB_protein:AAN11466.1,REFSEQ:NP_612091,GB_protein:AAN11466,FlyMine:FBpp0072553,modMine:FBpp0072553; MD5=b6aab20617f8854ad972bfcb87f57e0e; length=376; release=r6.02; species=Dmel; 
FBpp0071176          -          CTL                  -            1.1e-21   78.5   0.1   1.5e-21   78.0   0.1   1.2   1   0   0   1   1   1   1 type=protein; loc=X:complement(join(8570811..8570922,8570290..8570744)); ID=FBpp0071176; name=CG12111-PA; parent=FBgn0030050,FBtr0071232; dbxref=FlyBase:FBpp0071176,FlyBase_Annotation_IDs:CG12111-PA,GB_protein:AAF46391.1,REFSEQ:NP_572491,GB_protein:AAF46391,FlyMine:FBpp0071176,modMine:FBpp0071176; MD5=f39da404fc8b5f5a7db4257e6f2c9aa0; length=188; release=r6.02; species=Dmel; 
FBpp0304115          -          CTL                  -            1.1e-21   78.5   0.1   1.5e-21   78.0   0.1   1.2   1   0   0   1   1   1   1 type=protein; loc=X:complement(join(8570811..8570922,8570290..8570744)); ID=FBpp0304115; name=CG12111-PB; parent=FBgn0030050,FBtr0331726; dbxref=REFSEQ:NP_001259341,GB_protein:AGB95184,FlyBase:FBpp0304115,FlyBase_Annotation_IDs:CG12111-PB; MD5=f39da404fc8b5f5a7db4257e6f2c9aa0; length=188; release=r6.02; species=Dmel; 
FBpp0085348          -          CTL                  -            9.1e-21   75.6   0.9   1.3e-20   75.1   0.9   1.2   1   0   0   1   1   1   1 type=protein; loc=2R:complement(join(6181473..6181619,6181307..6181415,6180981..6181255)); ID=FBpp0085348; name=CG11211-PA; parent=FBgn0033067,FBtr0086005; dbxref=FlyBase:FBpp0085348,FlyBase_Annotation_IDs:CG11211-PA,GB_protein:AAF57275.1,REFSEQ:NP_610208,GB_protein:AAF57275,FlyMine:FBpp0085348,modMine:FBpp0085348; MD5=26398a3f5f2563d3d6fdb047d634fc41; length=176; release=r6.02; species=Dmel; 
FBpp0312486          -          CTL                  -            1.2e-20   75.1   0.4   2.5e-20   74.1   0.0   1.7   2   1   0   2   2   1   1 type=protein; loc=2L:complement(1882415..1883104); ID=FBpp0312486; name=CG15358-PB; parent=FBgn0031373,FBtr0347155; dbxref=FlyBase:FBpp0312486,FlyBase_Annotation_IDs:CG15358-PB; MD5=36c3792b528466288cd4c92740a76738; length=229; release=r6.02; species=Dmel; 
FBpp0312487          -          CTL                  -            1.2e-20   75.1   0.4   2.5e-20   74.1   0.0   1.7   2   1   0   2   2   1   1 type=protein; loc=2L:complement(1882415..1883104); ID=FBpp0312487; name=CG15358-PC; parent=FBgn0031373,FBtr0347156; dbxref=FlyBase:FBpp0312487,FlyBase_Annotation_IDs:CG15358-PC; MD5=36c3792b528466288cd4c92740a76738; length=229; release=r6.02; species=Dmel; 
FBpp0077158          -          CTL                  -            1.3e-20   75.1   0.1   1.3e-20   75.1   0.1   3.2   3   1   0   3   3   1   1 type=protein; loc=2L:4188148..4189227; ID=FBpp0077158; name=lectin-24Db-PA; parent=FBgn0040102,FBtr0077469; dbxref=FlyBase:FBpp0077158,FlyBase_Annotation_IDs:CG2958-PA,GB_protein:AAF51038.1,REFSEQ:NP_652641,GB_protein:AAF51038,FlyMine:FBpp0077158,modMine:FBpp0077158; MD5=f98684be073532774e867bb194a8690e; length=359; release=r6.02; species=Dmel; 
FBpp0099709          -          CTL                  -            1.8e-20   74.6   0.2   2.4e-20   74.2   0.2   1.2   1   0   0   1   1   1   1 type=protein; loc=2L:join(19418318..19418408,19418471..19418940); ID=FBpp0099709; name=lectin-37Da-PA; parent=FBgn0053532,FBtr0091498; dbxref=FlyBase_Annotation_IDs:CG33532-PA,FlyBase:FBpp0099709,GB_protein:AAX52669.1,REFSEQ:NP_001014489,GB_protein:AAX52669,FlyMine:FBpp0099709,modMine:FBpp0099709; MD5=32e09445879c3e7c58cae965ef221d8e; length=186; release=r6.02; species=Dmel; 
FBpp0291557          -          CTL                  -            1.8e-20   74.6   0.2   2.4e-20   74.2   0.2   1.2   1   0   0   1   1   1   1 type=protein; loc=2L:join(19418318..19418408,19418471..19418940); ID=FBpp0291557; name=lectin-37Da-PB; parent=FBgn0053532,FBtr0302361; dbxref=FlyBase:FBpp0291557,FlyBase_Annotation_IDs:CG33532-PB,REFSEQ:NP_001188846,GB_protein:ADV37095; MD5=32e09445879c3e7c58cae965ef221d8e; length=186; release=r6.02; species=Dmel; 
FBpp0080742          -          CTL                  -            4.2e-20   73.4   0.5   5.9e-20   73.0   0.5   1.2   1   0   0   1   1   1   1 type=protein; loc=2L:join(19417460..19417550,19417620..19418089); ID=FBpp0080742; name=Lectin-galC1-PA; parent=FBgn0016675,FBtr0081201; dbxref=FlyBase:FBpp0080742,FlyBase_Annotation_IDs:CG9976-PA,GB_protein:AAF53793.1,REFSEQ:NP_477200,GB_protein:AAF53793,FlyMine:FBpp0080742,modMine:FBpp0080742; MD5=3f3c1f1feec9309e40d0e63c889a40de; length=186; release=r6.02; species=Dmel; 
FBpp0291556          -          CTL                  -            4.2e-20   73.4   0.5   5.9e-20   73.0   0.5   1.2   1   0   0   1   1   1   1 type=protein; loc=2L:join(19417460..19417550,19417620..19418089); ID=FBpp0291556; name=Lectin-galC1-PB; parent=FBgn0016675,FBtr0302360; dbxref=FlyBase:FBpp0291556,FlyBase_Annotation_IDs:CG9976-PB,REFSEQ:NP_001188845,GB_protein:ADV37094; MD5=3f3c1f1feec9309e40d0e63c889a40de; length=186; release=r6.02; species=Dmel; 
FBpp0288953          -          CTL                  -            4.4e-20   73.3   0.0   1.2e-19   72.0   0.0   1.7   1   0   0   1   1   1   1 type=protein; loc=2L:complement(2036456..2037247); ID=FBpp0288953; name=lectin-22C-PB; parent=FBgn0259230,FBtr0299675; dbxref=FlyBase:FBpp0288953,FlyBase_Annotation_IDs:CG42295-PB,REFSEQ:NP_001137766,GB_protein:ACL82973,FlyMine:FBpp0288953,modMine:FBpp0288953; MD5=1c2e7a42cd21a5a2e748d6ecce2b8d1f; length=263; release=r6.02; species=Dmel; 
FBpp0293179          -          CTL                  -            4.8e-20   73.2   1.2   6.6e-20   72.8   1.2   1.2   1   0   0   1   1   1   1 type=protein; loc=2L:join(4411157..4411244,4411312..4411766); ID=FBpp0293179; name=CG43055-PA; parent=FBgn0262357,FBtr0304637; dbxref=REFSEQ:NP_001245867,GB_protein:AFH03543,FlyBase:FBpp0293179,FlyBase_Annotation_IDs:CG43055-PA,FlyMine:FBpp0293179,modMine:FBpp0293179; MD5=cda338e57690d9ea047a77589fdcf723; length=180; release=r6.02; species=Dmel; 
FBpp0077228          -          CTL                  -            1.1e-19   72.0   0.2   2.4e-19   71.0   0.2   1.6   1   0   0   1   1   1   1 type=protein; loc=2L:complement(3716880..3717728); ID=FBpp0077228; name=lectin-24A-PA; parent=FBgn0040104,FBtr0077539; dbxref=FlyBase:FBpp0077228,FlyBase_Annotation_IDs:CG3410-PA,GB_protein:AAF51070.1,REFSEQ:NP_652637,GB_protein:AAF51070,FlyMine:FBpp0077228,modMine:FBpp0077228; MD5=facf2c4afe96cbddb323b3ca5981e97a; length=282; release=r6.02; species=Dmel; 
FBpp0296982          -          CTL                  -            2.8e-19   70.8   0.0   3.9e-19   70.3   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=2R:join(17502909..17502960,17505636..17506011,17506161..17506314); ID=FBpp0296982; name=CG43164-PB; parent=FBgn0262720,FBtr0305702; dbxref=REFSEQ:NP_001188963,GB_protein:ADV37209,FlyBase:FBpp0296982,FlyBase:FBpp0291860,FlyBase_Annotation_IDs:CG18431-PB,FlyBase_Annotation_IDs:CG43164-PB; MD5=cb2a62ffb8d12f0d1b379408c09fe55c; length=193; release=r6.02; species=Dmel; 
FBpp0296981          -          CTL                  -            3.5e-19   70.5   0.0     5e-19   70.0   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=2R:join(17502909..17502960,17505636..17506011,17506158..17506314); ID=FBpp0296981; name=CG43164-PA; parent=FBgn0262720,FBtr0305701; dbxref=REFSEQ:NP_001027437,GB_protein:AAF57852,FlyBase:FBpp0296981,FlyBase:FBpp0099764,FlyBase_Annotation_IDs:CG18431-PA,FlyBase_Annotation_IDs:CG43164-PA; MD5=6b7bed52e1e85072e983cbc0fc2ac050; length=194; release=r6.02; species=Dmel; 
FBpp0296984          -          CTL                  -            3.5e-19   70.5   0.0     5e-19   70.0   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=2R:join(17502909..17502960,17505636..17506011,17506158..17506314); ID=FBpp0296984; name=CG43164-PD; parent=FBgn0262720,FBtr0305704; dbxref=REFSEQ:NP_001246397,GB_protein:AFH08150,FlyBase:FBpp0296984,FlyBase_Annotation_IDs:CG43164-PD; MD5=6b7bed52e1e85072e983cbc0fc2ac050; length=194; release=r6.02; species=Dmel; 
FBpp0085333          -          CTL                  -            4.2e-19   70.2   0.4   5.3e-19   69.9   0.4   1.1   1   0   0   1   1   1   1 type=protein; loc=2R:6179738..6180286; ID=FBpp0085333; name=CG8343-PA; parent=FBgn0040502,FBtr0085988; dbxref=FlyBase:FBpp0085333,FlyBase_Annotation_IDs:CG8343-PA,GB_protein:AAF57276.1,REFSEQ:NP_610207,GB_protein:AAF57276,FlyMine:FBpp0085333,modMine:FBpp0085333; MD5=16bad9d080b1e777292e628898d05016; length=182; release=r6.02; species=Dmel; 
FBpp0289532          -          CTL                  -            1.7e-18   68.2   0.2   2.5e-18   67.8   0.2   1.2   1   0   0   1   1   1   1 type=protein; loc=2L:complement(join(4441976..4442051,4441470..4441921)); ID=FBpp0289532; name=Sfp24F-PA; parent=FBgn0259958,FBtr0300304; dbxref=REFSEQ:NP_001162870,GB_protein:ACZ94161,FlyBase:FBpp0289532,FlyBase_Annotation_IDs:CG42468-PA,FlyMine:FBpp0289532,modMine:FBpp0289532; MD5=1e93da06819bb9887a7d1cfbb526937f; length=175; release=r6.02; species=Dmel; 
FBpp0293181          -          CTL                  -            1.7e-18   68.2   0.2   2.5e-18   67.8   0.2   1.2   1   0   0   1   1   1   1 type=protein; loc=2L:complement(join(4441976..4442051,4441470..4441921)); ID=FBpp0293181; name=Sfp24F-PB; parent=FBgn0259958,FBtr0304639; dbxref=REFSEQ:NP_001245869,GB_protein:AFH03545,FlyBase:FBpp0293181,FlyBase_Annotation_IDs:CG42468-PB; MD5=1e93da06819bb9887a7d1cfbb526937f; length=175; release=r6.02; species=Dmel; 
FBpp0296985          -          CTL                  -            1.8e-18   68.2   0.0   3.5e-18   67.2   0.0   1.5   1   0   0   1   1   1   1 type=protein; loc=2R:join(17502909..17502960,17505636..17506011,17506161..17506310,17507444..17508338); ID=FBpp0296985; name=CG43164-PE; parent=FBgn0262720,FBtr0305705; dbxref=REFSEQ:NP_001027436,GB_protein:AAF57851,FlyBase:FBpp0296985,FlyBase_Annotation_IDs:CG43164-PE; MD5=53c489b1c1e702d14d6cf17e485b4043; length=490; release=r6.02; species=Dmel; 
FBpp0296983          -          CTL                  -            2.3e-18   67.9   0.0   4.4e-18   66.9   0.0   1.5   1   0   0   1   1   1   1 type=protein; loc=2R:join(17502909..17502960,17505636..17506011,17506158..17506310,17507444..17508338); ID=FBpp0296983; name=CG43164-PC; parent=FBgn0262720,FBtr0305703; dbxref=REFSEQ:NP_001027435,GB_protein:AAF57846,FlyBase:FBpp0296983,FlyBase_Annotation_IDs:CG43164-PC; MD5=0339bcdd8fce38dcd9d07c6f3029a04d; length=491; release=r6.02; species=Dmel; 
FBpp0087234          -          CTL                  -            2.4e-18   67.8   1.5   2.5e-18   67.7   0.4   1.6   2   0   0   2   2   1   1 type=protein; loc=2R:11414752..11415315; ID=FBpp0087234; name=CG7763-PA; parent=FBgn0040503,FBtr0088135; dbxref=GB_protein:AAF58644.2,FlyBase:FBpp0087234,FlyBase_Annotation_IDs:CG7763-PA,REFSEQ:NP_610685,GB_protein:AAF58644,FlyMine:FBpp0087234,modMine:FBpp0087234; MD5=f5ca6a96764d594d97093acaec54fee8; length=187; release=r6.02; species=Dmel; 
FBpp0303804          -          CTL                  -            2.4e-18   67.8   1.5   2.5e-18   67.7   0.4   1.6   2   0   0   2   2   1   1 type=protein; loc=2R:11414752..11415315; ID=FBpp0303804; name=CG7763-PB; parent=FBgn0040503,FBtr0331386; dbxref=FlyBase:FBpp0303804,FlyBase_Annotation_IDs:CG7763-PB,REFSEQ:NP_001260894,GB_protein:AGB93427; MD5=f5ca6a96764d594d97093acaec54fee8; length=187; release=r6.02; species=Dmel; 
FBpp0099538          -          CTL                  -            4.7e-18   66.9   0.0   7.5e-18   66.2   0.0   1.3   1   0   0   1   1   1   1 type=protein; loc=2L:join(19419097..19419175,19419307..19419680); ID=FBpp0099538; name=lectin-37Db-PA; parent=FBgn0053533,FBtr0091499; dbxref=FlyBase_Annotation_IDs:CG33533-PA,FlyBase:FBpp0099538,GB_protein:AAX52670.1,REFSEQ:NP_001014490,GB_protein:AAX52670,FlyMine:FBpp0099538,modMine:FBpp0099538; MD5=8f4b22393da87a0be3b94e2db4794c6c; length=150; release=r6.02; species=Dmel; 
FBpp0291558          -          CTL                  -            4.7e-18   66.9   0.0   7.5e-18   66.2   0.0   1.3   1   0   0   1   1   1   1 type=protein; loc=2L:join(19419097..19419175,19419307..19419680); ID=FBpp0291558; name=lectin-37Db-PB; parent=FBgn0053533,FBtr0302362; dbxref=FlyBase:FBpp0291558,FlyBase_Annotation_IDs:CG33533-PB,REFSEQ:NP_001188847,GB_protein:ADV37096; MD5=8f4b22393da87a0be3b94e2db4794c6c; length=150; release=r6.02; species=Dmel; 
FBpp0300410          -          CTL                  -            1.8e-17   65.0   0.6   6.3e-17   63.2   0.0   2.2   3   0   0   3   3   1   1 type=protein; loc=2L:7857121..7857878; ID=FBpp0300410; name=lectin-28C-PB; parent=FBgn0040099,FBtr0308065; dbxref=FlyBase:FBpp0300410,FlyBase_Annotation_IDs:CG7106-PB,REFSEQ:NP_652636,GB_protein:AAF52570; MD5=bfa537da7ed8d58d3105633f62cdcca7; length=265; release=r6.02; species=Dmel; 
FBpp0310064          -          CTL                  -            1.8e-17   65.0   0.6   6.3e-17   63.2   0.0   2.2   3   0   0   3   3   1   1 type=protein; loc=2L:7857121..7857878; ID=FBpp0310064; name=lectin-28C-PC; parent=FBgn0040099,FBtr0343418; dbxref=GB_protein:AHN54242,REFSEQ:NP_001285727,FlyBase:FBpp0310064,FlyBase_Annotation_IDs:CG7106-PC; MD5=bfa537da7ed8d58d3105633f62cdcca7; length=265; release=r6.02; species=Dmel; 
FBpp0077664          -          CTL                  -            3.1e-17   64.2   0.1   3.1e-17   64.2   0.1   2.4   2   0   0   2   2   1   1 type=protein; loc=2L:625663..628143; ID=FBpp0077664; name=CG2839-PA; parent=FBgn0031273,FBtr0077999; dbxref=GB_protein:AAF51469.2,FlyBase:FBpp0077664,FlyBase_Annotation_IDs:CG2839-PA,REFSEQ:NP_608540,GB_protein:AAF51469,FlyMine:FBpp0077664,modMine:FBpp0077664; MD5=a7008e158304b326dce79ee03d4bb7ea; length=826; release=r6.02; species=Dmel; 
FBpp0079070          -          CTL                  -            7.5e-17   63.0   0.4   7.5e-17   63.0   0.4   2.1   2   1   1   3   3   1   1 type=protein; loc=2L:7410955..7411806; ID=FBpp0079070; name=CG15818-PA; parent=FBgn0031910,FBtr0079442; dbxref=FlyBase:FBpp0079070,FlyBase_Annotation_IDs:CG15818-PA,GB_protein:AAF52512.1,REFSEQ:NP_609116,GB_protein:AAF52512,FlyMine:FBpp0079070,modMine:FBpp0079070; MD5=fe25a7d17360724dfbcc4c037f319efb; length=283; release=r6.02; species=Dmel; 
FBpp0085931          -          CTL                  -            8.1e-17   62.9   0.1   1.4e-16   62.1   0.1   1.4   1   0   0   1   1   1   1 type=protein; loc=2R:18188990..18189562; ID=FBpp0085931; name=CG14500-PA; parent=FBgn0034318,FBtr0086752; dbxref=FlyBase:FBpp0085931,FlyBase_Annotation_IDs:CG14500-PA,GB_protein:AAF57726.1,REFSEQ:NP_611309,GB_protein:AAF57726,FlyMine:FBpp0085931,modMine:FBpp0085931; MD5=dab12fbb7ccbc2d44a510d7ee2c74b19; length=190; release=r6.02; species=Dmel; 
FBpp0077663          -          CTL                  -            1.3e-16   62.2   2.3   2.5e-16   61.3   0.0   2.3   2   1   0   2   2   1   1 type=protein; loc=2L:624644..625453; ID=FBpp0077663; name=lectin-21Ca-PA; parent=FBgn0040107,FBtr0077998; dbxref=GB_protein:AAF51470.1,FlyBase_Annotation_IDs:CG2826-PA,FlyBase:FBpp0077663,GB_protein:AAF51470.2,REFSEQ:NP_652642,GB_protein:AAF51470,FlyMine:FBpp0077663,modMine:FBpp0077663; MD5=071bb526e9344ae239f7edf43611d6a1; length=269; release=r6.02; species=Dmel; 
