#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
FBpp0275484          -          BGBP                 -           2.8e-126  421.7   0.0  3.5e-126  421.4   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=XR_group6:join(11579122..11579248,11579310..11580484,11580551..11580748); ID=FBpp0275484; name=Dpse\GA19936-PA; parent=FBgn0079932,FBtr0277046; dbxref=FlyBase:FBpp0275484,FlyBase_Annotation_IDs:GA19936-PA,GB_protein:EAL29729,REFSEQ:XP_001353993,FlyMine:FBpp0275484,modMine:FBpp0275484; MD5=9f0905dd479084674a581a4a75b0c605; length=499; release=r3.2; species=Dpse; 
FBpp0279318          -          SRCC                 -            1.7e-44  152.0  55.8   3.4e-09   35.7   4.0  13.6   7   3   5  14  14  13  12 type=protein; loc=4_group1:join(1682979..1683030,1683438..1683737,1683799..1683978,1684035..1684226,1684294..1684470,1685083..1685265,1685325..1686115,1686182..1686389,1686445..1687418,1687477..1687584,1687644..1687960,1688020..1688168,1688224..1688338,1688404..1688522,1688580..1688739,1688808..1689741); ID=FBpp0279318; name=Dpse\GA10140-PA; parent=FBgn0070199,FBtr0280880; dbxref=FlyBase:FBpp0279318,FlyBase_Annotation_IDs:GA10140-PA,GB_protein:EAL34377,REFSEQ:XP_001357308,FlyMine:FBpp0279318,modMine:FBpp0279318; MD5=8cccec97656e1c2c31bcb91b4a48399d; length=1652; release=r3.2; species=Dpse; 
FBpp0278795          -          SRCC                 -            4.2e-22   78.3  11.2   2.3e-16   59.4   3.4   3.8   2   1   1   3   3   3   2 type=protein; loc=3:join(19212763..19213569,19213625..19214318,19214692..19215184,19215264..19215451,19215522..19215699,19215766..19216799,19216871..19217078,19217146..19218319,19218437..19218778); ID=FBpp0278795; name=Dpse\GA20930-PA; parent=FBgn0080919,FBtr0280357; dbxref=FlyBase:FBpp0278795,FlyBase_Annotation_IDs:GA20930-PA,GB_protein:EAL26628,REFSEQ:XP_001362048,FlyMine:FBpp0278795,modMine:FBpp0278795; MD5=bc2d5d5a553a70672341766454d58f48; length=1705; release=r3.2; species=Dpse; 
FBpp0273258          -          SRCC                 -            2.6e-16   59.2   0.9   3.7e-07   29.1   0.1   3.4   2   1   1   3   3   3   3 type=protein; loc=XL_group1a:join(1830484..1830574,1843840..1844016,1846183..1846395,1847446..1848264,1848332..1848511,1848625..1849020,1849091..1849574,1850111..1850623,1851684..1851785,1851868..1852026,1852091..1852325); ID=FBpp0273258; name=Dpse\GA22904-PA; parent=FBgn0244306,FBtr0274820; dbxref=FlyBase:FBpp0273258,FlyBase_Annotation_IDs:GA22904-PA,GB_protein:EDY72084,REFSEQ:XP_002133456,FlyMine:FBpp0273258,modMine:FBpp0273258; MD5=fe5298c84206fbf7b18b375f19c20c78; length=1122; release=r3.2; species=Dpse; 
FBpp0276472          -          SRCC                 -            3.4e-16   58.8   0.2   1.2e-05   24.0   0.0   4.1   2   1   2   4   4   4   3 type=protein; loc=3:complement(9186201..9186424,9186719..9186901,9187017..9187505,9187563..9187899,9188430..9188504,9189006..9189103,9189415..9189639,9191390..9192520,9203283..9203412); ID=FBpp0276472; name=Dpse\GA15198-PA; parent=FBgn0075223,FBtr0278034; dbxref=FlyBase:FBpp0276472,FlyBase_Annotation_IDs:GA15198-PA,GB_protein:EAL25633,REFSEQ:XP_001361057,FlyMine:FBpp0276472,modMine:FBpp0276472; MD5=96032874abacd3150364535cc45552eb; length=963; release=r3.2; species=Dpse; 
FBpp0308122          -          SRCC                 -            3.9e-16   58.6   0.3   1.2e-05   24.1   0.0   4.1   2   1   2   4   4   4   3 type=protein; loc=3:complement(9186201..9186424,9186719..9186901,9187017..9187505,9187563..9187899,9189006..9189103,9189415..9189639,9191390..9192520,9203283..9203412); ID=FBpp0308122; name=Dpse\GA15198-PB; parent=FBgn0075223,FBtr0337210; dbxref=REFSEQ:XP_004444219,GB_protein:ENO01632,FlyBase:FBpp0308122,FlyBase_Annotation_IDs:GA15198-PB; MD5=af93f49e366b9cf63f0cc93231993158; length=938; release=r3.2; species=Dpse; 
FBpp0308124          -          SRCC                 -            9.4e-14   50.8   0.4    0.0039   15.8   0.0   4.1   2   1   2   4   4   4   3 type=protein; loc=3:complement(9186711..9186901,9187017..9187505,9187563..9187899,9188430..9188504,9189006..9189103,9189415..9189639,9191390..9192520,9203283..9203412); ID=FBpp0308124; name=Dpse\GA15198-PD; parent=FBgn0075223,FBtr0337212; dbxref=REFSEQ:XP_004444221,GB_protein:ENO01634,FlyBase:FBpp0308124,FlyBase_Annotation_IDs:GA15198-PD; MD5=30163e6a595579a17d6a828c5e75ca85; length=891; release=r3.2; species=Dpse; 
FBpp0308123          -          SRCC                 -            1.1e-13   50.5   0.6    0.0037   15.9   0.0   4.1   2   1   2   4   4   4   3 type=protein; loc=3:complement(9186711..9186901,9187017..9187505,9187563..9187899,9189006..9189103,9189415..9189639,9191390..9192520,9203283..9203412); ID=FBpp0308123; name=Dpse\GA15198-PC; parent=FBgn0075223,FBtr0337211; dbxref=REFSEQ:XP_004444220,GB_protein:ENO01633,FlyBase:FBpp0308123,FlyBase_Annotation_IDs:GA15198-PC; MD5=689031feb639b7ac5a2c6a70bc2aa329; length=866; release=r3.2; species=Dpse; 
FBpp0280170          -          TEP                  -                  0 1540.9   0.0         0 1539.5   0.0   1.5   1   1   0   1   1   1   1 type=protein; loc=4_group3:complement(1587222..1588316,1588375..1589273,1589338..1589516,1590715..1590901,1591154..1591164,1591895..1592084,1592204..1592471,1592529..1592790,1592850..1594127,1594970..1595031); ID=FBpp0280170; name=Dpse\Tep2-PA; parent=FBgn0080057,FBtr0281732; dbxref=FlyBase:FBpp0280170,FlyBase_Annotation_IDs:GA20061-PA,GB_protein:EAL33525,REFSEQ:XP_001356461,FlyMine:FBpp0280170,modMine:FBpp0280170; MD5=5f954c8e1a1b1c4062cacc0fb61b8b9a; length=1476; release=r3.2; species=Dpse; 
FBpp0287712          -          TEP                  -                  0 1470.8   0.0         0 1470.6   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=4_group4:join(996923..997794,997863..1001625,1001694..1001887,1001950..1002124,1002191..1002296,1002361..1002572); ID=FBpp0287712; name=Dpse\Tep6-PA; parent=FBgn0080453,FBtr0289274; dbxref=FlyBase:FBpp0287712,FlyBase_Annotation_IDs:GA20458-PA,GB_protein:EAL32983,REFSEQ:XP_001355924,FlyMine:FBpp0287712,modMine:FBpp0287712; MD5=ef81fc6babbca3fae302599f4551bbce; length=1773; release=r3.2; species=Dpse; 
FBpp0279076          -          TEP                  -                  0 1398.0   1.0         0 1397.7   1.0   1.0   1   0   0   1   1   1   1 type=protein; loc=4_group1:complement(1642936..1643175,1643246..1645377,1645442..1645995,1646051..1646397,1646457..1646883,1646951..1647664,1648813..1648895); ID=FBpp0279076; name=Dpse\Tep4-PA; parent=FBgn0070332,FBtr0280638; dbxref=FlyBase:FBpp0279076,FlyBase_Annotation_IDs:GA10274-PA,GB_protein:EAL34367,REFSEQ:XP_001357298,FlyMine:FBpp0279076,modMine:FBpp0279076; MD5=b3741851f972da65b63e65a7aeea5ef1; length=1498; release=r3.2; species=Dpse; 
FBpp0280397          -          TEP                  -                  0 1389.1   0.0         0 1388.7   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=4_group3:join(1596554..1596630,1598401..1598578,1598642..1599120,1599178..1599508,1599574..1599857,1599921..1600032,1600092..1600238,1600298..1600973,1601031..1601162,1601233..1601651,1601709..1602056,1602117..1602294,1602356..1602711,1602777..1603233,1603298..1603509); ID=FBpp0280397; name=Dpse\Tep3-PA; parent=FBgn0080071,FBtr0281959; dbxref=FlyBase:FBpp0280397,FlyBase_Annotation_IDs:GA20075-PA,GB_protein:EAL33526,REFSEQ:XP_001356462,FlyMine:FBpp0280397,modMine:FBpp0280397; MD5=52e68d8839bf674eb19765dee7577b71; length=1461; release=r3.2; species=Dpse; 
FBpp0279077          -          TEP                  -                  0 1129.8   0.0  9.7e-246  818.2   0.0   2.0   1   1   1   2   2   2   2 type=protein; loc=4_group1:complement(1637044..1637295,1637366..1639320,1639653..1640364,1640425..1640824,1640900..1641580,1641768..1641850); ID=FBpp0279077; name=Dpse\Tep5-PA; parent=FBgn0246660,FBtr0280639; dbxref=FlyBase:FBpp0279077,FlyBase_Annotation_IDs:GA25279-PA,GB_protein:EDY69694,REFSEQ:XP_002132292,FlyMine:FBpp0279077,modMine:FBpp0279077; MD5=d82811f13cf5788a3293794a293c6017; length=1360; release=r3.2; species=Dpse; 
FBpp0282674          -          TLL                  -            1.5e-71  239.2   0.3   2.9e-71  238.3   0.3   1.4   1   0   0   1   1   1   1 type=protein; loc=2:complement(4803650..4805732,4805816..4807035); ID=FBpp0282674; name=Dpse\Tl-PA; parent=FBgn0012714,FBtr0284236; dbxref=FlyBase:FBpp0282674,FlyBase_Annotation_IDs:GA18922-PA,GB_protein:EAL27102,REFSEQ:XP_001357966,FlyMine:FBpp0282674,modMine:FBpp0282674; MD5=4d8c0516a4d78d55ad32a2d3c24d10cb; length=1100; release=r3.2; species=Dpse; 
FBpp0274771          -          TLL                  -            4.6e-71  237.6   0.2   8.9e-71  236.7   0.2   1.4   1   0   0   1   1   1   1 type=protein; loc=XR_group6:complement(513711..517763); ID=FBpp0274771; name=Dpse\GA19932-PA; parent=FBgn0079928,FBtr0276333; dbxref=FlyBase:FBpp0274771,FlyBase_Annotation_IDs:GA19932-PA,GB_protein:EAL30665,REFSEQ:XP_001353163,FlyMine:FBpp0274771,modMine:FBpp0274771; MD5=90b592f3d7840570053a73f233556b8a; length=1350; release=r3.2; species=Dpse; 
FBpp0279043          -          TLL                  -            3.1e-65  218.7   2.3   1.3e-64  216.6   2.5   1.8   2   0   0   2   2   1   1 type=protein; loc=4_group1:complement(2110288..2111632,2112193..2113235); ID=FBpp0279043; name=Dpse\GA20117-PA; parent=FBgn0080113,FBtr0280605; dbxref=FlyBase:FBpp0279043,FlyBase_Annotation_IDs:GA20117-PA,GB_protein:EAL34392,REFSEQ:XP_001357323,FlyMine:FBpp0279043,modMine:FBpp0279043; MD5=3beb25d193db0c4b0fcfdaa20e9bacaa; length=795; release=r3.2; species=Dpse; 
FBpp0274776          -          TLL                  -            3.1e-59  199.1   1.3   5.6e-59  198.3   1.3   1.3   1   0   0   1   1   1   1 type=protein; loc=XR_group6:complement(419112..423785); ID=FBpp0274776; name=Dpse\GA20210-PA; parent=FBgn0080205,FBtr0276338; dbxref=FlyBase:FBpp0274776,FlyBase_Annotation_IDs:GA20210-PA,GB_protein:EAL30661,REFSEQ:XP_001353159,FlyMine:FBpp0274776,modMine:FBpp0274776; MD5=5a41f385d7290b4b6caf66bb7179d3fb; length=1557; release=r3.2; species=Dpse; 
FBpp0276540          -          TLL                  -            2.8e-57  192.8   1.6     5e-57  192.0   1.6   1.3   1   0   0   1   1   1   1 type=protein; loc=3:complement(8208161..8210447,8210542..8210984); ID=FBpp0276540; name=Dpse\GA24352-PA; parent=FBgn0245749,FBtr0278102; dbxref=FlyBase:FBpp0276540,FlyBase_Annotation_IDs:GA24352-PA,GB_protein:EDY69067,REFSEQ:XP_002138509,FlyMine:FBpp0276540,modMine:FBpp0276540; MD5=8b80c27bbbb81eaa245ef93807a69968; length=909; release=r3.2; species=Dpse; 
FBpp0285716          -          TLL                  -            6.5e-57  191.6   0.8     2e-56  190.0   0.8   1.8   1   0   0   1   1   1   1 type=protein; loc=4_group5:complement(244700..246478); ID=FBpp0285716; name=Dpse\GA28051-PA; parent=FBgn0249414,FBtr0287278; dbxref=FlyBase:FBpp0285716,FlyBase_Annotation_IDs:GA28051-PA,GB_protein:EDY70688,REFSEQ:XP_002133286,FlyMine:FBpp0285716,modMine:FBpp0285716; MD5=e46edc6aa95895aa5f6cf3d5aa3cd5d2; length=592; release=r3.2; species=Dpse; 
FBpp0285749          -          TLL                  -            8.3e-57  191.2   0.1   1.9e-56  190.1   0.1   1.5   1   0   0   1   1   1   1 type=protein; loc=4_group5:251156..252802; ID=FBpp0285749; name=Dpse\GA28062-PA; parent=FBgn0249425,FBtr0287311; dbxref=FlyBase:FBpp0285749,FlyBase_Annotation_IDs:GA28062-PA,GB_protein:EDY70689,REFSEQ:XP_002133287,FlyMine:FBpp0285749,modMine:FBpp0285749; MD5=8d8d4550b5f884e12d6f50c4018acaa0; length=548; release=r3.2; species=Dpse; 
FBpp0278975          -          TLL                  -            5.3e-56  188.6   1.4   9.5e-56  187.8   1.4   1.3   1   0   0   1   1   1   1 type=protein; loc=4_group1:complement(3477430..3479683,3479802..3480352); ID=FBpp0278975; name=Dpse\GA25220-PA; parent=FBgn0246602,FBtr0280537; dbxref=FlyBase:FBpp0278975,FlyBase_Annotation_IDs:GA25220-PA,GB_protein:EDY69794,REFSEQ:XP_002132392,FlyMine:FBpp0278975,modMine:FBpp0278975; MD5=4e1d6164e0726b6f00257fb5cb97df99; length=934; release=r3.2; species=Dpse; 
FBpp0278316          -          TLL                  -            8.2e-55  184.7   0.0   1.6e-54  183.8   0.0   1.4   1   0   0   1   1   1   1 type=protein; loc=3:12844658..12848995; ID=FBpp0278316; name=Dpse\GA21191-PA; parent=FBgn0081179,FBtr0279878; dbxref=FlyBase:FBpp0278316,FlyBase_Annotation_IDs:GA21191-PA,GB_protein:EAL26021,REFSEQ:XP_001361443,FlyMine:FBpp0278316,modMine:FBpp0278316; MD5=8dfa663a8703719ff868cf1d0f291268; length=1445; release=r3.2; species=Dpse; 
FBpp0274649          -          TLL                  -            5.6e-51  172.3   0.3   1.3e-50  171.1   0.3   1.6   1   0   0   1   1   1   1 type=protein; loc=XR_group6:complement(2191608..2191836,2191894..2192021,2192093..2193720,2193849..2194079,2194174..2194407,2194497..2194770); ID=FBpp0274649; name=Dpse\GA18952-PA; parent=FBgn0078951,FBtr0276211; dbxref=FlyBase:FBpp0274649,FlyBase_Annotation_IDs:GA18952-PA,GB_protein:EAL30829,REFSEQ:XP_001353326,FlyMine:FBpp0274649,modMine:FBpp0274649; MD5=6ccfa376093748c621b6b5a87579e1b6; length=907; release=r3.2; species=Dpse; 
FBpp0278320          -          TLL                  -              6e-49  165.7   0.0     1e-48  164.9   0.0   1.3   1   0   0   1   1   1   1 type=protein; loc=3:13140116..13144279; ID=FBpp0278320; name=Dpse\GA21398-PA; parent=FBgn0081385,FBtr0279882; dbxref=FlyBase:FBpp0278320,FlyBase_Annotation_IDs:GA21398-PA,GB_protein:EAL26024,REFSEQ:XP_001361446,FlyMine:FBpp0278320,modMine:FBpp0278320; MD5=ff634ad3716ec80497761c1133b358e0; length=1387; release=r3.2; species=Dpse; 
FBpp0278972          -          TLL                  -            1.8e-33  115.3   0.0   2.2e-33  115.0   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=4_group1:complement(3496621..3496989); ID=FBpp0278972; name=Dpse\GA25218-PA; parent=FBgn0246600,FBtr0280534; dbxref=FlyBase:FBpp0278972,FlyBase_Annotation_IDs:GA25218-PA,GB_protein:EDY69796,REFSEQ:XP_002132394,FlyMine:FBpp0278972,modMine:FBpp0278972; MD5=9121c84f8060613ff0c91d15d1f02e37; length=122; release=r3.2; species=Dpse; 
FBpp0279399          -          TLL                  -            8.1e-32  109.9   0.2   1.4e-31  109.2   0.2   1.2   1   0   0   1   1   1   1 type=protein; loc=4_group1:join(3366283..3367254,3367757..3368092); ID=FBpp0279399; name=Dpse\GA25434-PA; parent=FBgn0246813,FBtr0280961; dbxref=FlyBase:FBpp0279399,FlyBase_Annotation_IDs:GA25434-PA,GB_protein:EDY69790,REFSEQ:XP_002132388,FlyMine:FBpp0279399,modMine:FBpp0279399; MD5=900049d41d67d64e9cb5efdcee633a16; length=435; release=r3.2; species=Dpse; 
FBpp0278974          -          TLL                  -            1.2e-23   83.3   0.0   1.4e-23   83.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=4_group1:complement(3494395..3494664); ID=FBpp0278974; name=Dpse\GA25219-PA; parent=FBgn0246601,FBtr0280536; dbxref=FlyBase:FBpp0278974,FlyBase_Annotation_IDs:GA25219-PA,GB_protein:EDY69795,REFSEQ:XP_002132393,FlyMine:FBpp0278974,modMine:FBpp0278974; MD5=4497c5afa78a6d2e3ca1413af7e8f925; length=89; release=r3.2; species=Dpse; 
FBpp0308167          -          TLL                  -            3.4e-12   46.0   0.1   6.5e-12   45.1   0.1   1.4   1   0   0   1   1   1   1 type=protein; loc=3:complement(9263814..9264258,9264324..9264510,9264581..9264749,9264819..9265114,9265192..9265681); ID=FBpp0308167; name=Dpse\GA15226-PB; parent=FBgn0075250,FBtr0337256; dbxref=REFSEQ:XP_001361065,GB_protein:EAL25641,FlyBase:FBpp0308167,FlyBase_Annotation_IDs:GA15226-PB; MD5=c7d02dc1821ac35569d8f7383c9dcec4; length=528; release=r3.2; species=Dpse; 
FBpp0280046          -          TLL                  -              0.011   15.1   0.2     0.022   14.1   0.2   1.4   1   0   0   1   1   1   0 type=protein; loc=4_group3:complement(3824835..3825946,3826488..3826709,3826767..3827226,3830582..3830965); ID=FBpp0280046; name=Dpse\GA20319-PA; parent=FBgn0080314,FBtr0281608; dbxref=FlyBase:FBpp0280046,FlyBase_Annotation_IDs:GA20319-PA,GB_protein:EAL33657,REFSEQ:XP_001356593,FlyMine:FBpp0280046,modMine:FBpp0280046; MD5=b15136ad6ed98c0a60b834cb3b349421; length=725; release=r3.2; species=Dpse; 
FBpp0272799          -          TPX                  -            8.4e-93  309.1   0.0   9.4e-93  308.9   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=XL_group1a:complement(6026633..6027217,6028736..6028753); ID=FBpp0272799; name=Dpse\GA14060-PA; parent=FBgn0074091,FBtr0274361; dbxref=FlyBase:FBpp0272799,FlyBase_Annotation_IDs:GA14060-PA,GB_protein:EAL32592,REFSEQ:XP_001355533,FlyMine:FBpp0272799,modMine:FBpp0272799; MD5=e322d46d6137f31a1a7a1192c3390ca8; length=200; release=r3.2; species=Dpse; 
FBpp0275377          -          TPX                  -            9.8e-88  292.6   0.0   1.1e-87  292.4   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=XR_group6:join(9837443..9837599,9837669..9837786,9837849..9838254,9838314..9838364); ID=FBpp0275377; name=Dpse\GA11781-PA; parent=FBgn0071830,FBtr0276939; dbxref=FlyBase:FBpp0275377,FlyBase_Annotation_IDs:GA11781-PA,GB_protein:EAL29603,REFSEQ:XP_001353868,FlyMine:FBpp0275377,modMine:FBpp0275377; MD5=d797353938e433b4f42a08686d4a97c0; length=243; release=r3.2; species=Dpse; 
FBpp0283295          -          TPX                  -            3.9e-84  280.8   0.0   4.4e-84  280.6   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2:join(3751135..3751167,3751292..3751355,3751416..3751557,3751629..3752091); ID=FBpp0283295; name=Dpse\GA19159-PA; parent=FBgn0079156,FBtr0284857; dbxref=FlyBase:FBpp0283295,FlyBase_Annotation_IDs:GA19159-PA,GB_protein:EAL27020,REFSEQ:XP_001357884,FlyMine:FBpp0283295,modMine:FBpp0283295; MD5=152a9ebcf5f3856c8ce9b727550efd24; length=233; release=r3.2; species=Dpse; 
FBpp0277801          -          TPX                  -            3.7e-83  277.7   0.1   4.4e-83  277.4   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=3:join(7145239..7145321,7145381..7145755,7145811..7145886,7145955..7146083); ID=FBpp0277801; name=Dpse\GA11614-PA; parent=FBgn0071665,FBtr0279363; dbxref=FlyBase:FBpp0277801,FlyBase_Annotation_IDs:GA11614-PA,GB_protein:EAL25392,REFSEQ:XP_001360817,FlyMine:FBpp0277801,modMine:FBpp0277801; MD5=f3ca5e0d209c2a4da9c54b9fceeb8ed1; length=220; release=r3.2; species=Dpse; 
FBpp0287052          -          TPX                  -            1.5e-77  259.3   0.0   1.7e-77  259.2   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=XR_group8:7354699..7355283; ID=FBpp0287052; name=Dpse\GA28632-PA; parent=FBgn0249992,FBtr0288614; dbxref=FlyBase:FBpp0287052,FlyBase_Annotation_IDs:GA28632-PA,GB_protein:EDY74202,REFSEQ:XP_002135575,FlyMine:FBpp0287052,modMine:FBpp0287052; MD5=b651e2ffe614d419a11c9be55bce024b; length=194; release=r3.2; species=Dpse; 
FBpp0287905          -          TPX                  -            4.7e-76  254.5   0.0   5.7e-76  254.2   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=4_group4:join(4327045..4327318,4327376..4327568,4327631..4327832); ID=FBpp0287905; name=Dpse\GA15914-PA; parent=FBgn0075930,FBtr0289467; dbxref=FlyBase:FBpp0287905,FlyBase_Annotation_IDs:GA15914-PA,GB_protein:EAL33215,REFSEQ:XP_001356155,FlyMine:FBpp0287905,modMine:FBpp0287905; MD5=52da27c61fd2aa8d2dbd1911417a8bc5; length=222; release=r3.2; species=Dpse; 
FBpp0281055          -          TPX                  -              0.074   12.5   0.0     0.093   12.1   0.0   1.3   1   0   0   1   1   1   0 type=protein; loc=2:complement(29102890..29103219,29103287..29103421,29103625..29103729); ID=FBpp0281055; name=Dpse\GA26161-PA; parent=FBgn0247537,FBtr0282617; dbxref=FlyBase:FBpp0281055,FlyBase_Annotation_IDs:GA26161-PA,GB_protein:EDY68620,REFSEQ:XP_002138062,FlyMine:FBpp0281055,modMine:FBpp0281055; MD5=46139cbb971b55e577532b50ece0b78e; length=189; release=r3.2; species=Dpse; 
FBpp0278089          -          TSF                  -             1e-147  491.9   0.2  4.1e-122  407.6   0.1   3.0   1   1   2   3   3   3   3 type=protein; loc=3:join(10534291..10534381,10535048..10535415,10535478..10535780,10535844..10537226); ID=FBpp0278089; name=Dpse\GA17600-PA; parent=FBgn0077611,FBtr0279651; dbxref=FlyBase:FBpp0278089,FlyBase_Annotation_IDs:GA17600-PA,GB_protein:EAL25753,REFSEQ:XP_001361176,FlyMine:FBpp0278089,modMine:FBpp0278089; MD5=ffac3071fece749077e69d1deb40ca42; length=714; release=r3.2; species=Dpse; 
FBpp0272239          -          TSF                  -           1.9e-124  415.3   1.1  2.5e-124  414.8   1.1   1.1   1   0   0   1   1   1   1 type=protein; loc=XL_group3a:join(247842..247938,247994..248236,248324..249419,249474..249858,249922..250023); ID=FBpp0272239; name=Dpse\GA22329-PA; parent=FBgn0243736,FBtr0273801; dbxref=FlyBase:FBpp0272239,FlyBase_Annotation_IDs:GA22329-PA,GB_protein:EDY73130,REFSEQ:XP_002134503,FlyMine:FBpp0272239,modMine:FBpp0272239; MD5=1bd551fe2107990837514b23184f8684; length=640; release=r3.2; species=Dpse; 
FBpp0274566          -          TSF                  -           2.5e-110  368.8   0.0   9.5e-61  205.6   0.0   4.0   1   1   2   4   4   4   3 type=protein; loc=XR_group6:complement(3304952..3306010,3306079..3306746,3306808..3306968,3307030..3307163,3307227..3307654,3307772..3307832); ID=FBpp0274566; name=Dpse\GA10442-PA; parent=FBgn0070499,FBtr0276128; dbxref=FlyBase:FBpp0274566,FlyBase_Annotation_IDs:GA10442-PA,GB_protein:EAL30914,REFSEQ:XP_001353407,FlyMine:FBpp0274566,modMine:FBpp0274566; MD5=226c670e005cfe1c1f40ad3580a18f5e; length=836; release=r3.2; species=Dpse; 
FBpp0278977          -          TSF                  -            2.6e-09   36.4   1.4   5.3e-09   35.4   1.4   1.5   1   1   0   1   1   1   1 type=protein; loc=4_group1:complement(3382701..3382841,3382897..3383284,3383342..3383727); ID=FBpp0278977; name=Dpse\GA25221-PA; parent=FBgn0246603,FBtr0280539; dbxref=FlyBase:FBpp0278977,FlyBase_Annotation_IDs:GA25221-PA,GB_protein:EDY69791,REFSEQ:XP_002132389,FlyMine:FBpp0278977,modMine:FBpp0278977; MD5=853a97c5e34cf6fdeacf5ab3f2556152; length=304; release=r3.2; species=Dpse; 
