#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
FBpp0163182          -          BGBP                 -           2.2e-122  408.6   0.0  2.7e-122  408.4   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6680:join(23826094..23826235,23826290..23827120,23827188..23827504,23827826..23828023); ID=FBpp0163182; name=Dmoj\GI13965-PA; parent=FBgn0136719,FBtr0164690; dbxref=FlyBase:FBpp0163182,FlyBase_Annotation_IDs:GI13965-PA,GB_protein:EDW19790,REFSEQ:XP_002009314,FlyMine:FBpp0163182,modMine:FBpp0163182; MD5=82199653471395d43f20968e3baf4d8d; length=495; release=r1.3; species=Dmoj; 
FBpp0165858          -          LYS                  -            9.8e-49  164.3   0.2     1e-48  164.2   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6654:complement(1214938..1215372); ID=FBpp0165858; name=Dmoj\GI16641-PA; parent=FBgn0139389,FBtr0167366; dbxref=FlyBase:FBpp0165858,FlyBase_Annotation_IDs:GI16641-PA,GB_protein:EDW17192,REFSEQ:XP_002012061,FlyMine:FBpp0165858,modMine:FBpp0165858; MD5=8d16ea6e81505649e4221868c8c8349b; length=144; release=r1.3; species=Dmoj; 
FBpp0167879          -          LYS                  -            1.6e-47  160.3   0.4   1.9e-47  160.1   0.4   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6496:complement(18483897..18484364); ID=FBpp0167879; name=Dmoj\GI18662-PA; parent=FBgn0141401,FBtr0169387; dbxref=FlyBase:FBpp0167879,FlyBase_Annotation_IDs:GI18662-PA,GB_protein:EDW10196,REFSEQ:XP_002006261,FlyMine:FBpp0167879,modMine:FBpp0167879; MD5=ac4313f44a61d6f96b7748b93c176990; length=155; release=r1.3; species=Dmoj; 
FBpp0165004          -          LYS                  -            5.7e-47  158.6   0.6   5.8e-47  158.5   0.6   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6473:join(10758968..10759112,10759191..10759340,10759403..10759548); ID=FBpp0165004; name=Dmoj\GI15787-PA; parent=FBgn0138536,FBtr0166512; dbxref=FlyBase:FBpp0165004,FlyBase_Annotation_IDs:GI15787-PA,GB_protein:EDW07497,REFSEQ:XP_002010180,FlyMine:FBpp0165004,modMine:FBpp0165004; MD5=5732d274014b34f830471576046e0f5a; length=146; release=r1.3; species=Dmoj; 
FBpp0165857          -          LYS                  -            2.2e-34  117.8   7.5   6.5e-32  109.8   7.5   2.0   1   1   0   1   1   1   1 type=protein; loc=scaffold_6654:complement(1216243..1216516,1216536..1216669); ID=FBpp0165857; name=Dmoj\GI16640-PA; parent=FBgn0139388,FBtr0167365; dbxref=FlyBase:FBpp0165857,FlyBase_Annotation_IDs:GI16640-PA,GB_protein:EDW17193,REFSEQ:XP_002012062,FlyMine:FBpp0165857,modMine:FBpp0165857; MD5=8c7945ef8456a0dedca9d5442b3f10bd; length=135; release=r1.3; species=Dmoj; 
FBpp0163099          -          LYS                  -               0.11   11.9   0.1      0.23   10.9   0.1   1.5   1   0   0   1   1   1   0 type=protein; loc=scaffold_6680:join(21456231..21456288,21457296..21457490,21457557..21458193,21458265..21458517,21458568..21458687); ID=FBpp0163099; name=Dmoj\GI13882-PA; parent=FBgn0136636,FBtr0164607; dbxref=FlyBase:FBpp0163099,FlyBase_Annotation_IDs:GI13882-PA,GB_protein:EDW19617,REFSEQ:XP_002009141,FlyMine:FBpp0163099,modMine:FBpp0163099; MD5=5dabebec475867c0346f147f345fcef2; length=420; release=r1.3; species=Dmoj; 
FBpp0166500          -          MD2L                 -              1e-36  125.9   0.4   1.1e-36  125.8   0.4   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6500:7449568..7450020; ID=FBpp0166500; name=Dmoj\GI17283-PA; parent=FBgn0140027,FBtr0168008; dbxref=FlyBase:FBpp0166500,FlyBase_Annotation_IDs:GI17283-PA,GB_protein:EDW11694,REFSEQ:XP_002002252,FlyMine:FBpp0166500,modMine:FBpp0166500; MD5=5b6dcffecb88f3e3792967899865dbab; length=150; release=r1.3; species=Dmoj; 
FBpp0167459          -          MD2L                 -            6.2e-36  123.4   1.0   6.6e-36  123.3   1.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6500:29311661..29312113; ID=FBpp0167459; name=Dmoj\GI18242-PA; parent=FBgn0140981,FBtr0168967; dbxref=FlyBase:FBpp0167459,FlyBase_Annotation_IDs:GI18242-PA,GB_protein:EDW13495,REFSEQ:XP_002004053,FlyMine:FBpp0167459,modMine:FBpp0167459; MD5=6d7de47af14febbca232224888826e7e; length=150; release=r1.3; species=Dmoj; 
FBpp0172353          -          MD2L                 -            1.8e-33  115.4   0.7     2e-33  115.2   0.7   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:complement(11944754..11945085,11945146..11945253,11946018..11946087); ID=FBpp0172353; name=Dmoj\GI23136-PA; parent=FBgn0145863,FBtr0173861; dbxref=FlyBase:FBpp0172353,FlyBase_Annotation_IDs:GI23136-PA,GB_protein:EDW14778,REFSEQ:XP_001999317,FlyMine:FBpp0172353,modMine:FBpp0172353; MD5=cf1be73eafc71a88f5bce62612129263; length=169; release=r1.3; species=Dmoj; 
FBpp0172354          -          MD2L                 -            3.7e-32  111.1   0.3   3.9e-32  111.1   0.3   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:complement(11934914..11935200,11935277..11935390,11935453..11935540); ID=FBpp0172354; name=Dmoj\GI23137-PA; parent=FBgn0145864,FBtr0173862; dbxref=FlyBase:FBpp0172354,FlyBase_Annotation_IDs:GI23137-PA,GB_protein:EDW14776,REFSEQ:XP_001999315,FlyMine:FBpp0172354,modMine:FBpp0172354; MD5=54317050762a2ebf0735134487c42396; length=162; release=r1.3; species=Dmoj; 
FBpp0172255          -          MD2L                 -            1.5e-31  109.2   0.0   1.5e-31  109.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:complement(13757024..13757418,13757503..13757587); ID=FBpp0172255; name=Dmoj\GI23038-PA; parent=FBgn0145765,FBtr0173763; dbxref=FlyBase:FBpp0172255,FlyBase_Annotation_IDs:GI23038-PA,GB_protein:EDW14971,REFSEQ:XP_001999510,FlyMine:FBpp0172255,modMine:FBpp0172255; MD5=a8894d49e004cc0d746ebcd4fb77ca29; length=159; release=r1.3; species=Dmoj; 
FBpp0173663          -          MD2L                 -            9.9e-31  106.5   0.1     1e-30  106.4   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:join(11942776..11942878,11942952..11943376); ID=FBpp0173663; name=Dmoj\GI24446-PA; parent=FBgn0147168,FBtr0175171; dbxref=FlyBase:FBpp0173663,FlyBase_Annotation_IDs:GI24446-PA,GB_protein:EDW14777,REFSEQ:XP_001999316,FlyMine:FBpp0173663,modMine:FBpp0173663; MD5=6810b4c01a3fc8483de48e3cb2b03f4d; length=175; release=r1.3; species=Dmoj; 
FBpp0173387          -          MD2L                 -            3.2e-26   91.8   0.1   3.6e-26   91.7   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:join(7410636..7410780,7412451..7412558,7413346..7413515,7413599..7413685); ID=FBpp0173387; name=Dmoj\GI24170-PA; parent=FBgn0146893,FBtr0174895; dbxref=FlyBase:FBpp0173387,FlyBase_Annotation_IDs:GI24170-PA,GB_protein:EDW14266,REFSEQ:XP_001998805,FlyMine:FBpp0173387,modMine:FBpp0173387; MD5=bc2f91a3a11879ea63a900a6ddf084d6; length=169; release=r1.3; species=Dmoj; 
FBpp0159849          -          MD2L                 -            6.7e-14   51.8   1.8   3.2e-09   36.6   0.2   2.0   1   1   1   2   2   2   2 type=protein; loc=scaffold_6540:join(30375009..30375319,30375401..30375485); ID=FBpp0159849; name=Dmoj\GI10632-PA; parent=FBgn0133396,FBtr0161357; dbxref=FlyBase:FBpp0159849,FlyBase_Annotation_IDs:GI10632-PA,GB_protein:EDW16626,REFSEQ:XP_002001165,FlyMine:FBpp0159849,modMine:FBpp0159849; MD5=0a43e6ee0c367d897bd5a9b0833655a1; length=131; release=r1.3; species=Dmoj; 
FBpp0172493          -          NIM                  -           2.4e-111  363.2 334.3     3e-08   33.5  14.3  16.5  17   0   0  17  17  16  15 type=protein; loc=scaffold_6540:complement(9751275..9752518,9753324..9753553,9753614..9753777,9753858..9753947); ID=FBpp0172493; name=Dmoj\GI23276-PA; parent=FBgn0146003,FBtr0174001; dbxref=FlyBase:FBpp0172493,FlyBase_Annotation_IDs:GI23276-PA,GB_protein:EDW14526,REFSEQ:XP_001999065,FlyMine:FBpp0172493,modMine:FBpp0172493; MD5=b11cfff9418a96c45ce034a4fb2b4e0d; length=575; release=r1.3; species=Dmoj; 
FBpp0160107          -          NIM                  -           4.1e-106  346.5 291.8   3.2e-08   33.5  14.3  14.3  14   0   0  14  14  14  14 type=protein; loc=scaffold_1722:join(1492..1581,3323..4961,5020..5075); ID=FBpp0160107; name=Dmoj\GI10890-PA; parent=FBgn0133653,FBtr0161615; dbxref=FlyBase:FBpp0160107,FlyBase_Annotation_IDs:GI10890-PA,GB_protein:EDW05258,REFSEQ:XP_002012490,FlyMine:FBpp0160107,modMine:FBpp0160107; MD5=633f34519bdfa957c91a03ea5ef95731; length=594; release=r1.3; species=Dmoj; 
FBpp0161908          -          NIM                  -           1.9e-104  341.2 299.5     1e-09   38.3  13.2  16.6  16   0   0  16  16  16  16 type=protein; loc=scaffold_6500:complement(10356890..10358786,10358907..10358962,10359317..10359419,10359481..10359560); ID=FBpp0161908; name=Dmoj\GI12691-PA; parent=FBgn0135448,FBtr0163416; dbxref=FlyBase:FBpp0161908,FlyBase_Annotation_IDs:GI12691-PA,GB_protein:EDW11892,REFSEQ:XP_002002450,FlyMine:FBpp0161908,modMine:FBpp0161908; MD5=bcffbdd93ef32cd8e409bd1365771d78; length=711; release=r1.3; species=Dmoj; 
FBpp0166610          -          NIM                  -            6.2e-80  262.8 254.3   4.2e-09   36.3  12.3  13.7  14   0   0  14  14  12  12 type=protein; loc=scaffold_6500:join(10364171..10364377,10364807..10366618); ID=FBpp0166610; name=Dmoj\GI17393-PA; parent=FBgn0140137,FBtr0168118; dbxref=FlyBase:FBpp0166610,FlyBase_Annotation_IDs:GI17393-PA,GB_protein:EDW11893,REFSEQ:XP_002002451,FlyMine:FBpp0166610,modMine:FBpp0166610; MD5=bf90c570b6dccfaf80b6083daa96050a; length=672; release=r1.3; species=Dmoj; 
FBpp0166614          -          NIM                  -            3.1e-52  174.2 143.7     1e-09   38.2  14.3   7.6   7   0   0   7   7   7   7 type=protein; loc=scaffold_6500:join(10374738..10375117,10376006..10376542,10376670..10376979); ID=FBpp0166614; name=Dmoj\GI17397-PA; parent=FBgn0140141,FBtr0168122; dbxref=FlyBase:FBpp0166614,FlyBase_Annotation_IDs:GI17397-PA,GB_protein:EDW11897,REFSEQ:XP_002002455,FlyMine:FBpp0166614,modMine:FBpp0166614; MD5=122b51499af5432f755222a317b865ee; length=408; release=r1.3; species=Dmoj; 
FBpp0166611          -          NIM                  -            1.6e-40  136.8 148.2   6.1e-07   29.4  13.9   8.4   8   0   0   8   8   8   8 type=protein; loc=scaffold_6500:join(10370161..10370459,10370920..10371483,10372033..10372537); ID=FBpp0166611; name=Dmoj\GI17394-PA; parent=FBgn0140138,FBtr0168119; dbxref=FlyBase:FBpp0166611,FlyBase_Annotation_IDs:GI17394-PA,GB_protein:EDW11895,REFSEQ:XP_002002453,FlyMine:FBpp0166611,modMine:FBpp0166611; MD5=ccbc6a475a90d7acb2fbc0816101ed28; length=455; release=r1.3; species=Dmoj; 
FBpp0161886          -          NIM                  -            1.2e-37  127.6 144.2   2.8e-07   30.5  12.9   8.9   9   1   0   9   9   8   8 type=protein; loc=scaffold_6500:complement(10377045..10377303,10378002..10378205,10378270..10378827,10378898..10379061); ID=FBpp0161886; name=Dmoj\GI12669-PA; parent=FBgn0135426,FBtr0163394; dbxref=FlyBase:FBpp0161886,FlyBase_Annotation_IDs:GI12669-PA,GB_protein:EDW11898,REFSEQ:XP_002002456,FlyMine:FBpp0161886,modMine:FBpp0161886; MD5=de03f867dd6cae6516f93a9222c8f64e; length=394; release=r1.3; species=Dmoj; 
FBpp0161964          -          NIM                  -            5.4e-26   90.3  70.9   5.6e-08   32.7  12.6   5.0   4   0   0   4   4   4   4 type=protein; loc=scaffold_6500:complement(10241886..10243064); ID=FBpp0161964; name=Dmoj\GI12747-PA; parent=FBgn0135504,FBtr0163472; dbxref=FlyBase:FBpp0161964,FlyBase_Annotation_IDs:GI12747-PA,GB_protein:EDW11882,REFSEQ:XP_002002440,FlyMine:FBpp0161964,modMine:FBpp0161964; MD5=2539e17f23bb4a2998558217b3b276aa; length=392; release=r1.3; species=Dmoj; 
FBpp0161897          -          NIM                  -              2e-24   85.3  97.5   2.5e-05   24.2  16.1   5.6   5   0   0   5   5   5   5 type=protein; loc=scaffold_6500:complement(10366873..10366969,10367510..10368052,10368509..10368846); ID=FBpp0161897; name=Dmoj\GI12680-PA; parent=FBgn0135437,FBtr0163405; dbxref=FlyBase:FBpp0161897,FlyBase_Annotation_IDs:GI12680-PA,GB_protein:EDW11894,REFSEQ:XP_002002452,FlyMine:FBpp0161897,modMine:FBpp0161897; MD5=db965dfcd185a6fb297eec5dc6803244; length=325; release=r1.3; species=Dmoj; 
FBpp0165685          -          NIM                  -              3e-20   71.9 107.1   0.00016   21.6  10.9   8.8   8   0   0   8   8   8   6 type=protein; loc=scaffold_6328:join(3750876..3751016,3751078..3751216,3751276..3751434,3751502..3751693,3751784..3751844,3752329..3752459,3752521..3753269); ID=FBpp0165685; name=Dmoj\GI16468-PA; parent=FBgn0139216,FBtr0167193; dbxref=FlyBase:FBpp0165685,FlyBase_Annotation_IDs:GI16468-PA,GB_protein:EDW06170,REFSEQ:XP_002011328,FlyMine:FBpp0165685,modMine:FBpp0165685; MD5=ed5987207b591e470a71b5544c2d5ce1; length=523; release=r1.3; species=Dmoj; 
FBpp0166616          -          NIM                  -            7.5e-18   64.3  54.4   2.3e-08   33.9  10.0   5.0   5   0   0   5   5   4   4 type=protein; loc=scaffold_6500:join(10428988..10429182,10429236..10429370,10436987..10437427); ID=FBpp0166616; name=Dmoj\GI17399-PA; parent=FBgn0140143,FBtr0168124; dbxref=FlyBase:FBpp0166616,FlyBase_Annotation_IDs:GI17399-PA,GB_protein:EDW11902,REFSEQ:XP_002002460,FlyMine:FBpp0166616,modMine:FBpp0166616; MD5=49da1654a199ce8fecb14700a87b9489; length=256; release=r1.3; species=Dmoj; 
FBpp0166608          -          NIM                  -              4e-13   49.1  35.1   1.5e-07   31.3  10.8   2.9   3   0   0   3   3   2   2 type=protein; loc=scaffold_6500:10293610..10294248; ID=FBpp0166608; name=Dmoj\GI17391-PA; parent=FBgn0140135,FBtr0168116; dbxref=FlyBase:FBpp0166608,FlyBase_Annotation_IDs:GI17391-PA,GB_protein:EDW11888,REFSEQ:XP_002002446,FlyMine:FBpp0166608,modMine:FBpp0166608; MD5=eb8d76186e352c9f799ea7ba96fab01d; length=212; release=r1.3; species=Dmoj; 
FBpp0170825          -          NIM                  -            8.3e-12   44.9  83.1   0.00033   20.7  10.4   5.8   5   0   0   5   5   5   4 type=protein; loc=scaffold_6359:complement(614475..614497,614562..614750,614811..614906,615742..615930,616589..616783,616859..617116,617403..617742); ID=FBpp0170825; name=Dmoj\GI21608-PA; parent=FBgn0144338,FBtr0172333; dbxref=FlyBase:FBpp0170825,FlyBase_Annotation_IDs:GI21608-PA,GB_protein:EDW06280,REFSEQ:XP_002010625,FlyMine:FBpp0170825,modMine:FBpp0170825; MD5=938a23a1f7edba03cf26e407e9b6eccd; length=429; release=r1.3; species=Dmoj; 
FBpp0161942          -          NIM                  -            1.2e-10   41.2  29.6   1.7e-06   27.9  10.5   4.7   4   0   0   4   4   3   2 type=protein; loc=scaffold_6500:complement(10289903..10289911,10290220..10290822,10290879..10291001); ID=FBpp0161942; name=Dmoj\GI12725-PA; parent=FBgn0135482,FBtr0163450; dbxref=FlyBase:FBpp0161942,FlyBase_Annotation_IDs:GI12725-PA,GB_protein:EDW11887,REFSEQ:XP_002002445,FlyMine:FBpp0161942,modMine:FBpp0161942; MD5=b4b63b7270cce3e9be8d25ee8e67f560; length=244; release=r1.3; species=Dmoj; 
FBpp0166613          -          NIM                  -            1.1e-07   31.8  17.0   1.1e-07   31.8  17.0   1.9   2   0   0   2   2   1   1 type=protein; loc=scaffold_6500:join(10372941..10373092,10373163..10373385); ID=FBpp0166613; name=Dmoj\GI17396-PA; parent=FBgn0140140,FBtr0168121; dbxref=FlyBase:FBpp0166613,FlyBase_Annotation_IDs:GI17396-PA,GB_protein:EDW11896,REFSEQ:XP_002002454,FlyMine:FBpp0166613,modMine:FBpp0166613; MD5=1281d4279678213abdf41b5fdf1d15c7; length=124; release=r1.3; species=Dmoj; 
FBpp0166004          -          NIM                  -            1.1e-07   31.8  11.7   1.1e-07   31.8  11.7  23.3  24   3   2  26  26  10   2 type=protein; loc=scaffold_6654:join(1515368..1515486,1515561..1515724,1515803..1515928,1516627..1516873,1516939..1517975,1518395..1518601,1518670..1519167,1519224..1519532,1519598..1519744,1519859..1519891,1520008..1520258); ID=FBpp0166004; name=Dmoj\GI16787-PA; parent=FBgn0139534,FBtr0167512; dbxref=FlyBase:FBpp0166004,FlyBase_Annotation_IDs:GI16787-PA,GB_protein:EDW17236,REFSEQ:XP_002012105,FlyMine:FBpp0166004,modMine:FBpp0166004; MD5=39bf32628d49f32c71d48cae03b8384a; length=1045; release=r1.3; species=Dmoj; 
FBpp0167134          -          NIM                  -            4.7e-07   29.7  11.8   4.7e-07   29.7  11.8  17.0  17   0   0  17  17   3   2 type=protein; loc=scaffold_6500:join(21182249..21182605,21182669..21183085,21183149..21185080,21185240..21186532,21186597..21190149,21190210..21191489); ID=FBpp0167134; name=Dmoj\GI17917-PA; parent=FBgn0140658,FBtr0168642; dbxref=FlyBase:FBpp0167134,FlyBase_Annotation_IDs:GI17917-PA,GB_protein:EDW12889,REFSEQ:XP_002003447,FlyMine:FBpp0167134,modMine:FBpp0167134; MD5=ba47cb63a422b42fc5be6f2f2f55912d; length=2943; release=r1.3; species=Dmoj; 
FBpp0161875          -          NIM                  -            3.4e-06   27.0  10.7   3.4e-06   27.0  10.7   5.1   4   1   1   5   5   1   1 type=protein; loc=scaffold_6500:complement(10381223..10381689,10381957..10382729,10382852..10382969,10383039..10383213,10388931..10389257); ID=FBpp0161875; name=Dmoj\GI12658-PA; parent=FBgn0135415,FBtr0163383; dbxref=FlyBase:FBpp0161875,FlyBase_Annotation_IDs:GI12658-PA,GB_protein:EDW11899,REFSEQ:XP_002002457,FlyMine:FBpp0161875,modMine:FBpp0161875; MD5=df29f9a9f40d6dcfb87d598d3c1e1214; length=619; release=r1.3; species=Dmoj; 
FBpp0173694          -          NIM                  -            5.3e-06   26.4  10.9   5.3e-06   26.4  10.9  12.3  10   4   0  10  10   6   3 type=protein; loc=scaffold_6540:join(12804231..12804287,12810321..12810632,12814210..12814276,12818370..12818618,12822034..12822088,12824740..12826585); ID=FBpp0173694; name=Dmoj\GI24477-PA; parent=FBgn0147199,FBtr0175202; dbxref=FlyBase:FBpp0173694,FlyBase_Annotation_IDs:GI24477-PA,GB_protein:EDW14841,REFSEQ:XP_001999380,FlyMine:FBpp0173694,modMine:FBpp0173694; MD5=bf9f3b3110e79b9140d561a8e635e744; length=861; release=r1.3; species=Dmoj; 
FBpp0168350          -          NIM                  -            1.9e-05   24.6  71.8   0.00022   21.2   9.1   5.4   6   0   0   6   6   4   3 type=protein; loc=scaffold_6496:complement(10772853..10772955,10773013..10773123,10773203..10773606); ID=FBpp0168350; name=Dmoj\GI19133-PA; parent=FBgn0141872,FBtr0169858; dbxref=FlyBase:FBpp0168350,FlyBase_Annotation_IDs:GI19133-PA,GB_protein:EDW09270,REFSEQ:XP_002005335,FlyMine:FBpp0168350,modMine:FBpp0168350; MD5=f7346de525f548f958bf5fff65088df9; length=205; release=r1.3; species=Dmoj; 
FBpp0161940          -          NIM                  -            0.00015   21.7  11.4   0.00015   21.7  11.4   3.5   3   1   0   3   3   1   1 type=protein; loc=scaffold_6680:join(1056231..1056916,1072886..1073142,1073483..1073901,1073966..1074097); ID=FBpp0161940; name=Dmoj\GI12723-PA; parent=FBgn0135480,FBtr0163448; dbxref=FlyBase:FBpp0161940,FlyBase_Annotation_IDs:GI12723-PA,GB_protein:EDW17529,REFSEQ:XP_002007053,FlyMine:FBpp0161940,modMine:FBpp0161940; MD5=806b59b6144d38598186656a298ce5a7; length=497; release=r1.3; species=Dmoj; 
FBpp0159711          -          NIM                  -            0.00017   21.6  10.5   0.00017   21.6  10.5  19.3  18   4   0  18  18   2   1 type=protein; loc=scaffold_6540:join(28034821..28035069,28040511..28040628,28041362..28041549,28046441..28046495,28046886..28047201,28049969..28050102,28050294..28050469,28050607..28050895,28051744..28052481,28052544..28052720,28052820..28052915,28054151..28054522,28054589..28055205,28055284..28056036); ID=FBpp0159711; name=Dmoj\GI10494-PA; parent=FBgn0133258,FBtr0161219; dbxref=FlyBase:FBpp0159711,FlyBase_Annotation_IDs:GI10494-PA,GB_protein:EDW16369,REFSEQ:XP_002000908,FlyMine:FBpp0159711,modMine:FBpp0159711; MD5=769feddc678df010de4555ec5a8f9d43; length=1425; release=r1.3; species=Dmoj; 
FBpp0161328          -          PGRP                 -           3.6e-107  354.9   0.0     6e-65  217.6   0.0   2.0   2   0   0   2   2   2   2 type=protein; loc=scaffold_6680:complement(9781210..9781658,9781718..9782102,9782157..9782305,9782372..9782525); ID=FBpp0161328; name=Dmoj\GI12111-PA; parent=FBgn0134868,FBtr0162836; dbxref=FlyBase:FBpp0161328,FlyBase_Annotation_IDs:GI12111-PA,GB_protein:EDW18391,REFSEQ:XP_002007915,FlyMine:FBpp0161328,modMine:FBpp0161328; MD5=8a36655b44bb037e562394efcca6ceae; length=378; release=r1.3; species=Dmoj; 
FBpp0161325          -          PGRP                 -            5.2e-67  224.3   0.0   9.3e-67  223.4   0.0   1.4   1   0   0   1   1   1   1 type=protein; loc=scaffold_6680:complement(9785029..9785415,9785497..9785624,9786092..9786259,9787768..9788608); ID=FBpp0161325; name=Dmoj\GI12108-PA; parent=FBgn0134865,FBtr0162833; dbxref=FlyBase:FBpp0161325,FlyBase_Annotation_IDs:GI12108-PA,GB_protein:EDW18394,REFSEQ:XP_002007918,FlyMine:FBpp0161325,modMine:FBpp0161325; MD5=ce9d24fa80b016eba71e9931138a2655; length=507; release=r1.3; species=Dmoj; 
FBpp0169987          -          PGRP                 -              3e-65  218.5   0.2   3.4e-65  218.3   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6496:15466547..15467101; ID=FBpp0169987; name=Dmoj\GI20770-PA; parent=FBgn0143505,FBtr0171495; dbxref=FlyBase:FBpp0169987,FlyBase_Annotation_IDs:GI20770-PA,GB_protein:EDW09898,REFSEQ:XP_002005963,FlyMine:FBpp0169987,modMine:FBpp0169987; MD5=552270159bf1670fa419723218a08e48; length=184; release=r1.3; species=Dmoj; 
